etngrp_src,geslacht_src,oplniv_src,etngrp_dst,geslacht_dst,oplniv_dst,n
Overig,Vrouw,1,Surinaams,Man,3,70
Overig,Vrouw,1,Surinaams,Vrouw,1,130
Overig,Vrouw,1,Surinaams,Vrouw,2,180
Overig,Vrouw,1,Surinaams,Vrouw,3,90
Overig,Vrouw,1,Turks,Man,1,1920
Overig,Vrouw,1,Turks,Man,2,1520
Overig,Vrouw,1,Turks,Man,3,30
Overig,Vrouw,1,Turks,Vrouw,1,20
Overig,Vrouw,1,Turks,Vrouw,2,30
Overig,Vrouw,1,Turks,Vrouw,3,10
Overig,Vrouw,2,Autochtoon,Man,1,4210
Overig,Vrouw,2,Autochtoon,Man,2,17660
Overig,Vrouw,2,Autochtoon,Man,3,18390
Overig,Vrouw,2,Autochtoon,Vrouw,1,1240
Overig,Vrouw,2,Autochtoon,Vrouw,2,710
Overig,Vrouw,2,Autochtoon,Vrouw,3,760
Overig,Vrouw,2,Marokkaans,Man,1,90
Overig,Vrouw,2,Marokkaans,Man,2,210
Overig,Vrouw,2,Marokkaans,Man,3,20
Overig,Vrouw,2,Marokkaans,Vrouw,1,30
Overig,Vrouw,2,Overig,Man,1,20670
Overig,Vrouw,2,Overig,Man,2,87970
Overig,Vrouw,2,Overig,Man,3,243890
Overig,Vrouw,2,Overig,Vrouw,1,9160
Overig,Vrouw,2,Overig,Vrouw,2,2900
Overig,Vrouw,2,Overig,Vrouw,3,1410
Overig,Vrouw,2,Surinaams,Man,1,140
Overig,Vrouw,2,Surinaams,Man,2,500
Overig,Vrouw,2,Surinaams,Man,3,140
Overig,Vrouw,2,Surinaams,Vrouw,1,60
Overig,Vrouw,2,Turks,Man,1,30
Overig,Vrouw,2,Turks,Man,2,40
Overig,Vrouw,2,Turks,Man,3,20
Overig,Vrouw,3,Autochtoon,Man,1,4730
Overig,Vrouw,3,Autochtoon,Man,2,10090
Overig,Vrouw,3,Autochtoon,Man,3,55170
Overig,Vrouw,3,Autochtoon,Vrouw,1,2850
Overig,Vrouw,3,Autochtoon,Vrouw,2,770
Overig,Vrouw,3,Autochtoon,Vrouw,3,3440
Overig,Vrouw,3,Marokkaans,Man,1,30
Overig,Vrouw,3,Marokkaans,Man,2,40
Overig,Vrouw,3,Marokkaans,Man,3,160
Overig,Vrouw,3,Marokkaans,Vrouw,1,10
Overig,Vrouw,3,Overig,Man,1,63360
Overig,Vrouw,3,Overig,Man,2,38950
Overig,Vrouw,3,Overig,Man,3,305740
Overig,Vrouw,3,Overig,Vrouw,1,23800
Overig,Vrouw,3,Overig,Vrouw,2,1410
Overig,Vrouw,3,Overig,Vrouw,3,245600
Overig,Vrouw,3,Surinaams,Man,1,50
Overig,Vrouw,3,Surinaams,Man,2,190
Overig,Vrouw,3,Surinaams,Man,3,320
Overig,Vrouw,3,Surinaams,Vrouw,1,50
Overig,Vrouw,3,Surinaams,Vrouw,2,10
Overig,Vrouw,3,Turks,Man,2,50
Overig,Vrouw,3,Turks,Man,3,340
Overig,Vrouw,3,Turks,Vrouw,3,20
Surinaams,Man,1,Autochtoon,Man,1,420
Surinaams,Man,1,Autochtoon,Man,2,90
Surinaams,Man,1,Autochtoon,Man,3,100
Surinaams,Man,1,Autochtoon,Vrouw,1,510
Surinaams,Man,1,Autochtoon,Vrouw,2,250
Surinaams,Man,1,Autochtoon,Vrouw,3,290
Surinaams,Man,1,Marokkaans,Man,1,20
Surinaams,Man,1,Overig,Man,1,200
Surinaams,Man,1,Overig,Man,2,120
Surinaams,Man,1,Overig,Man,3,60
Surinaams,Man,1,Overig,Vrouw,1,190
Surinaams,Man,1,Overig,Vrouw,2,140
Surinaams,Man,1,Overig,Vrouw,3,50
Surinaams,Man,1,Surinaams,Man,1,4660
Surinaams,Man,1,Surinaams,Man,2,2030
Surinaams,Man,1,Surinaams,Man,3,450
Surinaams,Man,1,Surinaams,Vrouw,1,9600
Surinaams,Man,1,Surinaams,Vrouw,2,7250
Surinaams,Man,1,Surinaams,Vrouw,3,1760
Surinaams,Man,2,Autochtoon,Man,1,470
Surinaams,Man,2,Autochtoon,Man,2,40
Surinaams,Man,2,Autochtoon,Man,3,70
Surinaams,Man,2,Autochtoon,Vrouw,1,1150
Surinaams,Man,2,Autochtoon,Vrouw,2,1010
Surinaams,Man,2,Autochtoon,Vrouw,3,450
Surinaams,Man,2,Marokkaans,Man,1,10
Surinaams,Man,2,Marokkaans,Vrouw,2,50
Surinaams,Man,2,Overig,Man,1,250
Surinaams,Man,2,Overig,Man,2,20
Surinaams,Man,2,Overig,Vrouw,1,200
Surinaams,Man,2,Overig,Vrouw,2,500
Surinaams,Man,2,Overig,Vrouw,3,190
Surinaams,Man,2,Surinaams,Man,1,2030
Surinaams,Man,2,Surinaams,Man,2,1660
Surinaams,Man,2,Surinaams,Man,3,370
Surinaams,Man,2,Surinaams,Vrouw,1,3230
Surinaams,Man,2,Surinaams,Vrouw,2,4100
Surinaams,Man,2,Surinaams,Vrouw,3,1510
Surinaams,Man,3,Autochtoon,Man,1,320
Surinaams,Man,3,Autochtoon,Man,2,10
Surinaams,Man,3,Autochtoon,Man,3,60
Surinaams,Man,3,Autochtoon,Vrouw,1,290
Surinaams,Man,3,Autochtoon,Vrouw,2,410
Surinaams,Man,3,Autochtoon,Vrouw,3,860
Surinaams,Man,3,Overig,Man,1,90
Surinaams,Man,3,Overig,Vrouw,1,70
Surinaams,Man,3,Overig,Vrouw,2,140
Surinaams,Man,3,Overig,Vrouw,3,320
Surinaams,Man,3,Surinaams,Man,1,450
Surinaams,Man,3,Surinaams,Man,2,370
Surinaams,Man,3,Surinaams,Man,3,80
Surinaams,Man,3,Surinaams,Vrouw,1,570
Surinaams,Man,3,Surinaams,Vrouw,2,3370
Surinaams,Man,3,Surinaams,Vrouw,3,1970
Surinaams,Vrouw,1,Autochtoon,Man,1,860
Surinaams,Vrouw,1,Autochtoon,Man,2,800
Surinaams,Vrouw,1,Autochtoon,Man,3,100
Surinaams,Vrouw,1,Autochtoon,Vrouw,1,810
Surinaams,Vrouw,1,Autochtoon,Vrouw,2,170
Surinaams,Vrouw,1,Autochtoon,Vrouw,3,210
Surinaams,Vrouw,1,Overig,Man,1,230
Surinaams,Vrouw,1,Overig,Man,2,110
Surinaams,Vrouw,1,Overig,Man,3,100
Surinaams,Vrouw,1,Overig,Vrouw,1,130
Surinaams,Vrouw,1,Overig,Vrouw,2,60
Surinaams,Vrouw,1,Overig,Vrouw,3,50
Surinaams,Vrouw,1,Surinaams,Man,1,9600
Surinaams,Vrouw,1,Surinaams,Man,2,3230
Surinaams,Vrouw,1,Surinaams,Man,3,570
Surinaams,Vrouw,1,Surinaams,Vrouw,1,5060
Surinaams,Vrouw,1,Surinaams,Vrouw,2,3470
Surinaams,Vrouw,1,Surinaams,Vrouw,3,1080
Surinaams,Vrouw,2,Autochtoon,Man,1,2560
Surinaams,Vrouw,2,Autochtoon,Man,2,720
Surinaams,Vrouw,2,Autochtoon,Man,3,300
Surinaams,Vrouw,2,Autochtoon,Vrouw,1,1670
Surinaams,Vrouw,2,Autochtoon,Vrouw,2,120
Surinaams,Vrouw,2,Autochtoon,Vrouw,3,10
Surinaams,Vrouw,2,Marokkaans,Man,2,10
Surinaams,Vrouw,2,Overig,Man,1,300
Surinaams,Vrouw,2,Overig,Man,2,750
Surinaams,Vrouw,2,Overig,Man,3,70
Surinaams,Vrouw,2,Overig,Vrouw,1,180
Surinaams,Vrouw,2,Overig,Vrouw,3,10
Surinaams,Vrouw,2,Surinaams,Man,1,7250
Surinaams,Vrouw,2,Surinaams,Man,2,4100
Surinaams,Vrouw,2,Surinaams,Man,3,3370
Surinaams,Vrouw,2,Surinaams,Vrouw,1,3470
Surinaams,Vrouw,2,Surinaams,Vrouw,2,2690
Surinaams,Vrouw,2,Surinaams,Vrouw,3,730
Surinaams,Vrouw,3,Autochtoon,Man,1,660
Surinaams,Vrouw,3,Autochtoon,Man,2,1160
Surinaams,Vrouw,3,Autochtoon,Man,3,1260
Surinaams,Vrouw,3,Autochtoon,Vrouw,1,610
Surinaams,Vrouw,3,Autochtoon,Vrouw,2,20
Surinaams,Vrouw,3,Autochtoon,Vrouw,3,30
Surinaams,Vrouw,3,Overig,Man,1,100
Surinaams,Vrouw,3,Overig,Man,2,170
Surinaams,Vrouw,3,Overig,Man,3,290
Surinaams,Vrouw,3,Overig,Vrouw,1,90
