geslacht_src,lft_src,etngrp_src,oplniv_src,geslacht_dst,lft_dst,etngrp_dst,oplniv_dst,n
Man,"[0,20)",Autochtoon,1,Vrouw,"[0,20)",Autochtoon,2,410
Man,"[0,20)",Autochtoon,1,Vrouw,"[0,20)",Marokkaans,1,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[0,20)",Overig,1,180
Man,"[0,20)",Autochtoon,1,Vrouw,"[0,20)",Surinaams,1,120
Man,"[0,20)",Autochtoon,1,Vrouw,"[0,20)",Turks,1,30
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Autochtoon,1,210
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Autochtoon,2,680
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Autochtoon,3,240
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Marokkaans,1,50
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Marokkaans,2,280
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Marokkaans,3,90
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Overig,1,70
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Overig,2,180
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Overig,3,80
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Surinaams,1,120
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Surinaams,2,420
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Surinaams,3,70
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Turks,1,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Turks,2,130
Man,"[0,20)",Autochtoon,1,Vrouw,"[20,30)",Turks,3,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Autochtoon,1,510
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Autochtoon,2,1230
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Autochtoon,3,5890
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Marokkaans,1,120
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Marokkaans,2,500
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Marokkaans,3,390
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Overig,1,160
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Overig,2,390
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Overig,3,1310
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Surinaams,1,300
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Surinaams,2,820
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Surinaams,3,370
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Turks,1,70
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Turks,2,300
Man,"[0,20)",Autochtoon,1,Vrouw,"[30,40)",Turks,3,210
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Autochtoon,1,660
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Autochtoon,2,1920
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Autochtoon,3,7650
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Marokkaans,1,30
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Marokkaans,2,30
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Marokkaans,3,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Overig,1,80
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Overig,2,380
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Overig,3,1190
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Surinaams,1,120
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Surinaams,2,260
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Surinaams,3,180
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Turks,1,10
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Turks,2,20
Man,"[0,20)",Autochtoon,1,Vrouw,"[40,50)",Turks,3,50
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Autochtoon,1,330
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Autochtoon,2,670
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Autochtoon,3,2300
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Marokkaans,1,10
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Overig,1,150
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Overig,2,190
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Overig,3,340
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Surinaams,1,50
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Surinaams,2,160
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Surinaams,3,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[50,60)",Turks,1,10
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Autochtoon,1,90
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Autochtoon,2,50
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Autochtoon,3,50
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Overig,1,40
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Overig,2,20
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Overig,3,20
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Surinaams,1,20
Man,"[0,20)",Autochtoon,1,Vrouw,"[60,70)",Surinaams,2,40
Man,"[0,20)",Autochtoon,2,Man,"[0,20)",Autochtoon,1,360
Man,"[0,20)",Autochtoon,2,Man,"[0,20)",Autochtoon,2,60
Man,"[0,20)",Autochtoon,2,Man,"[0,20)",Overig,2,10
Man,"[0,20)",Autochtoon,2,Man,"[20,30)",Autochtoon,1,20
Man,"[0,20)",Autochtoon,2,Man,"[20,30)",Autochtoon,2,180
Man,"[0,20)",Autochtoon,2,Man,"[20,30)",Autochtoon,3,20
Man,"[0,20)",Autochtoon,2,Man,"[40,50)",Autochtoon,2,60
Man,"[0,20)",Autochtoon,2,Man,"[40,50)",Autochtoon,3,200
Man,"[0,20)",Autochtoon,2,Man,"[40,50)",Overig,3,10
Man,"[0,20)",Autochtoon,2,Man,"[50,60)",Autochtoon,2,160
Man,"[0,20)",Autochtoon,2,Man,"[50,60)",Autochtoon,3,450
Man,"[0,20)",Autochtoon,2,Man,"[50,60)",Overig,2,10
Man,"[0,20)",Autochtoon,2,Man,"[50,60)",Overig,3,50
Man,"[0,20)",Autochtoon,2,Man,"[60,70)",Autochtoon,2,30
Man,"[0,20)",Autochtoon,2,Man,"[60,70)",Autochtoon,3,100
Man,"[0,20)",Autochtoon,2,Vrouw,"[0,20)",Autochtoon,1,490
Man,"[0,20)",Autochtoon,2,Vrouw,"[0,20)",Autochtoon,2,60
Man,"[0,20)",Autochtoon,2,Vrouw,"[20,30)",Autochtoon,1,10
Man,"[0,20)",Autochtoon,2,Vrouw,"[20,30)",Autochtoon,2,160
Man,"[0,20)",Autochtoon,2,Vrouw,"[20,30)",Autochtoon,3,30
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Autochtoon,1,20
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Autochtoon,2,150
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Autochtoon,3,140
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Overig,2,20
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Overig,3,140
Man,"[0,20)",Autochtoon,2,Vrouw,"[40,50)",Surinaams,2,10
Man,"[0,20)",Autochtoon,2,Vrouw,"[50,60)",Autochtoon,1,40
Man,"[0,20)",Autochtoon,2,Vrouw,"[50,60)",Autochtoon,2,190
Man,"[0,20)",Autochtoon,2,Vrouw,"[50,60)",Autochtoon,3,590
Man,"[0,20)",Autochtoon,2,Vrouw,"[50,60)",Overig,2,80
Man,"[0,20)",Autochtoon,2,Vrouw,"[50,60)",Overig,3,80
Man,"[0,20)",Autochtoon,2,Vrouw,"[60,70)",Autochtoon,3,40
Man,"[0,20)",Autochtoon,3,Man,"[0,20)",Autochtoon,1,10
Man,"[0,20)",Autochtoon,3,Vrouw,"[50,60)",Autochtoon,3,20
Man,"[0,20)",Marokkaans,1,Man,"[0,20)",Autochtoon,1,40
Man,"[0,20)",Marokkaans,1,Man,"[0,20)",Marokkaans,1,10260
Man,"[0,20)",Marokkaans,1,Man,"[0,20)",Marokkaans,2,340
Man,"[0,20)",Marokkaans,1,Man,"[0,20)",Overig,1,80
Man,"[0,20)",Marokkaans,1,Man,"[20,30)",Marokkaans,1,540
Man,"[0,20)",Marokkaans,1,Man,"[20,30)",Marokkaans,2,1040
Man,"[0,20)",Marokkaans,1,Man,"[20,30)",Marokkaans,3,110
Man,"[0,20)",Marokkaans,1,Man,"[30,40)",Marokkaans,1,640
Man,"[0,20)",Marokkaans,1,Man,"[30,40)",Marokkaans,2,600
Man,"[0,20)",Marokkaans,1,Man,"[30,40)",Marokkaans,3,270
Man,"[0,20)",Marokkaans,1,Man,"[30,40)",Overig,1,10
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Autochtoon,3,10
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Marokkaans,1,4290
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Marokkaans,2,1910
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Marokkaans,3,640
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Overig,1,30
Man,"[0,20)",Marokkaans,1,Man,"[40,50)",Overig,2,20
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Marokkaans,1,1720
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Marokkaans,2,700
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Marokkaans,3,260
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Overig,1,30
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Overig,2,50
Man,"[0,20)",Marokkaans,1,Man,"[50,60)",Overig,3,20
Man,"[0,20)",Marokkaans,1,Man,"[60,70)",Marokkaans,1,430
Man,"[0,20)",Marokkaans,1,Man,"[60,70)",Marokkaans,2,300
Man,"[0,20)",Marokkaans,1,Man,"[60,70)",Marokkaans,3,30
Man,"[0,20)",Marokkaans,1,Man,"[60,70)",Overig,1,10
Man,"[0,20)",Marokkaans,1,Man,"[70,80)",Marokkaans,1,110
Man,"[0,20)",Marokkaans,1,Vrouw,"[0,20)",Autochtoon,1,60
Man,"[0,20)",Marokkaans,1,Vrouw,"[0,20)",Marokkaans,1,10170
Man,"[0,20)",Marokkaans,1,Vrouw,"[0,20)",Marokkaans,2,460
Man,"[0,20)",Marokkaans,1,Vrouw,"[0,20)",Overig,1,60
Man,"[0,20)",Marokkaans,1,Vrouw,"[20,30)",Marokkaans,1,330
Man,"[0,20)",Marokkaans,1,Vrouw,"[20,30)",Marokkaans,2,1880
Man,"[0,20)",Marokkaans,1,Vrouw,"[20,30)",Marokkaans,3,250
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Autochtoon,1,20
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Autochtoon,2,50
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Autochtoon,3,20
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Marokkaans,1,2440
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Marokkaans,2,1730
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Marokkaans,3,770
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Overig,2,20
Man,"[0,20)",Marokkaans,1,Vrouw,"[30,40)",Overig,3,20
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Autochtoon,1,20
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Autochtoon,2,40
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Autochtoon,3,30
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Marokkaans,1,2880
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Marokkaans,2,1630
Man,"[0,20)",Marokkaans,1,Vrouw,"[40,50)",Marokkaans,3,780
Man,"[0,20)",Marokkaans,1,Vrouw,"[50,60)",Autochtoon,3,10
Man,"[0,20)",Marokkaans,1,Vrouw,"[50,60)",Marokkaans,1,850
Man,"[0,20)",Marokkaans,1,Vrouw,"[50,60)",Marokkaans,2,150
Man,"[0,20)",Marokkaans,1,Vrouw,"[50,60)",Marokkaans,3,40
Man,"[0,20)",Marokkaans,1,Vrouw,"[60,70)",Marokkaans,1,150
Man,"[0,20)",Marokkaans,1,Vrouw,"[70,80)",Marokkaans,1,10
Man,"[0,20)",Marokkaans,2,Man,"[0,20)",Marokkaans,1,340
Man,"[0,20)",Marokkaans,2,Man,"[20,30)",Marokkaans,1,40
Man,"[0,20)",Marokkaans,2,Man,"[20,30)",Marokkaans,2,90
Man,"[0,20)",Marokkaans,2,Man,"[20,30)",Marokkaans,3,20
Man,"[0,20)",Marokkaans,2,Man,"[40,50)",Marokkaans,1,100
Man,"[0,20)",Marokkaans,2,Man,"[40,50)",Marokkaans,2,40
Man,"[0,20)",Marokkaans,2,Man,"[50,60)",Marokkaans,1,80
Man,"[0,20)",Marokkaans,2,Man,"[50,60)",Marokkaans,2,40
Man,"[0,20)",Marokkaans,2,Man,"[50,60)",Marokkaans,3,20
Man,"[0,20)",Marokkaans,2,Man,"[60,70)",Marokkaans,1,30
Man,"[0,20)",Marokkaans,2,Vrouw,"[0,20)",Marokkaans,1,280
Man,"[0,20)",Marokkaans,2,Vrouw,"[0,20)",Marokkaans,2,10
Man,"[0,20)",Marokkaans,2,Vrouw,"[20,30)",Marokkaans,1,10
Man,"[0,20)",Marokkaans,2,Vrouw,"[20,30)",Marokkaans,2,370
Man,"[0,20)",Marokkaans,2,Vrouw,"[20,30)",Marokkaans,3,30
Man,"[0,20)",Marokkaans,2,Vrouw,"[30,40)",Marokkaans,1,40
Man,"[0,20)",Marokkaans,2,Vrouw,"[40,50)",Marokkaans,1,140
Man,"[0,20)",Marokkaans,2,Vrouw,"[40,50)",Marokkaans,2,130
Man,"[0,20)",Marokkaans,2,Vrouw,"[40,50)",Marokkaans,3,40
Man,"[0,20)",Marokkaans,2,Vrouw,"[50,60)",Marokkaans,1,110
Man,"[0,20)",Marokkaans,2,Vrouw,"[50,60)",Marokkaans,2,20
Man,"[0,20)",Overig,1,Man,"[0,20)",Autochtoon,1,160
Man,"[0,20)",Overig,1,Man,"[0,20)",Marokkaans,1,80
Man,"[0,20)",Overig,1,Man,"[0,20)",Overig,1,593130
Man,"[0,20)",Overig,1,Man,"[0,20)",Overig,2,550
Man,"[0,20)",Overig,1,Man,"[0,20)",Surinaams,1,50
Man,"[0,20)",Overig,1,Man,"[0,20)",Turks,1,20
Man,"[0,20)",Overig,1,Man,"[20,30)",Autochtoon,1,20
Man,"[0,20)",Overig,1,Man,"[20,30)",Autochtoon,2,30
Man,"[0,20)",Overig,1,Man,"[20,30)",Autochtoon,3,20
Man,"[0,20)",Overig,1,Man,"[20,30)",Marokkaans,2,20
Man,"[0,20)",Overig,1,Man,"[20,30)",Overig,1,400
Man,"[0,20)",Overig,1,Man,"[20,30)",Overig,2,680
Man,"[0,20)",Overig,1,Man,"[20,30)",Overig,3,200
Man,"[0,20)",Overig,1,Man,"[20,30)",Surinaams,1,10
Man,"[0,20)",Overig,1,Man,"[20,30)",Surinaams,2,20
Man,"[0,20)",Overig,1,Man,"[30,40)",Autochtoon,1,20
Man,"[0,20)",Overig,1,Man,"[30,40)",Autochtoon,2,200
Man,"[0,20)",Overig,1,Man,"[30,40)",Autochtoon,3,770
Man,"[0,20)",Overig,1,Man,"[30,40)",Marokkaans,1,20
Man,"[0,20)",Overig,1,Man,"[30,40)",Marokkaans,2,30
Man,"[0,20)",Overig,1,Man,"[30,40)",Marokkaans,3,10
Man,"[0,20)",Overig,1,Man,"[30,40)",Overig,1,1760
Man,"[0,20)",Overig,1,Man,"[30,40)",Overig,2,1210
Man,"[0,20)",Overig,1,Man,"[30,40)",Overig,3,2720
Man,"[0,20)",Overig,1,Man,"[30,40)",Surinaams,1,30
Man,"[0,20)",Overig,1,Man,"[30,40)",Surinaams,2,40
Man,"[0,20)",Overig,1,Man,"[30,40)",Surinaams,3,30
Man,"[0,20)",Overig,1,Man,"[30,40)",Turks,1,20
Man,"[0,20)",Overig,1,Man,"[30,40)",Turks,2,30
Man,"[0,20)",Overig,1,Man,"[30,40)",Turks,3,20
Man,"[0,20)",Overig,1,Man,"[40,50)",Autochtoon,1,30
Man,"[0,20)",Overig,1,Man,"[40,50)",Autochtoon,2,350
Man,"[0,20)",Overig,1,Man,"[40,50)",Autochtoon,3,1440
Man,"[0,20)",Overig,1,Man,"[40,50)",Marokkaans,1,70
Man,"[0,20)",Overig,1,Man,"[40,50)",Marokkaans,2,40
Man,"[0,20)",Overig,1,Man,"[40,50)",Marokkaans,3,30
Man,"[0,20)",Overig,1,Man,"[40,50)",Overig,1,1090
Man,"[0,20)",Overig,1,Man,"[40,50)",Overig,2,1760
Man,"[0,20)",Overig,1,Man,"[40,50)",Overig,3,1900
Man,"[0,20)",Overig,1,Man,"[40,50)",Surinaams,1,30
Man,"[0,20)",Overig,1,Man,"[40,50)",Surinaams,2,60
Man,"[0,20)",Overig,1,Man,"[40,50)",Surinaams,3,40
Man,"[0,20)",Overig,1,Man,"[40,50)",Turks,1,20
Man,"[0,20)",Overig,1,Man,"[40,50)",Turks,2,50
Man,"[0,20)",Overig,1,Man,"[40,50)",Turks,3,20
Man,"[0,20)",Overig,1,Man,"[50,60)",Autochtoon,1,80
Man,"[0,20)",Overig,1,Man,"[50,60)",Autochtoon,2,220
Man,"[0,20)",Overig,1,Man,"[50,60)",Autochtoon,3,1740
Man,"[0,20)",Overig,1,Man,"[50,60)",Marokkaans,1,20
Man,"[0,20)",Overig,1,Man,"[50,60)",Overig,1,760
Man,"[0,20)",Overig,1,Man,"[50,60)",Overig,2,980
Man,"[0,20)",Overig,1,Man,"[50,60)",Overig,3,22010
Man,"[0,20)",Overig,1,Man,"[50,60)",Surinaams,1,30
Man,"[0,20)",Overig,1,Man,"[50,60)",Surinaams,2,110
Man,"[0,20)",Overig,1,Man,"[50,60)",Surinaams,3,20
Man,"[0,20)",Overig,1,Man,"[50,60)",Turks,1,10
Man,"[0,20)",Overig,1,Man,"[50,60)",Turks,3,10
Man,"[0,20)",Overig,1,Man,"[60,70)",Autochtoon,1,10
Man,"[0,20)",Overig,1,Man,"[60,70)",Autochtoon,2,50
Man,"[0,20)",Overig,1,Man,"[60,70)",Autochtoon,3,110
Man,"[0,20)",Overig,1,Man,"[60,70)",Overig,1,200
Man,"[0,20)",Overig,1,Man,"[60,70)",Overig,2,150
Man,"[0,20)",Overig,1,Man,"[60,70)",Overig,3,130
Man,"[0,20)",Overig,1,Man,"[70,80)",Overig,1,20
Man,"[0,20)",Overig,1,Man,"[70,80)",Overig,2,40
Man,"[0,20)",Overig,1,Man,"[70,80)",Overig,3,20
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Autochtoon,1,170
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Marokkaans,1,60
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Overig,1,12160
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Overig,2,1470
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Surinaams,1,50
Man,"[0,20)",Overig,1,Vrouw,"[0,20)",Turks,1,20
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Autochtoon,1,20
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Autochtoon,2,50
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Autochtoon,3,50
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Marokkaans,1,20
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Marokkaans,2,30
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Overig,1,1070
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Overig,2,2330
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Overig,3,380
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Surinaams,1,10
Man,"[0,20)",Overig,1,Vrouw,"[20,30)",Surinaams,2,50
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Autochtoon,1,60
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Autochtoon,2,240
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Autochtoon,3,940
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Marokkaans,1,30
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Marokkaans,2,40
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Marokkaans,3,20
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Overig,1,2270
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Overig,2,2580
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Overig,3,4730
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Surinaams,1,30
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Surinaams,2,80
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Surinaams,3,50
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Turks,1,10
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Turks,2,20
Man,"[0,20)",Overig,1,Vrouw,"[30,40)",Turks,3,20
Man,"[0,20)",Overig,1,Vrouw,"[40,50)",Autochtoon,1,100
Man,"[0,20)",Overig,1,Vrouw,"[40,50)",Autochtoon,2,260
Man,"[0,20)",Overig,1,Vrouw,"[40,50)",Autochtoon,3,1310
Man,"[0,20)",Overig,1,Vrouw,"[40,50)",Marokkaans,1,20
