etngrp_src,geslacht_src,lft_src,oplniv_src,etngrp_dst,geslacht_dst,lft_dst,oplniv_dst,n
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[40,50)",1,660
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[40,50)",2,1920
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[40,50)",3,7650
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[50,60)",1,330
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[50,60)",2,670
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[50,60)",3,2300
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[60,70)",1,90
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[60,70)",2,50
Autochtoon,Man,"[0,20)",1,Autochtoon,Vrouw,"[60,70)",3,50
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[0,20)",1,40
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[20,30)",1,30
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[20,30)",2,90
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[20,30)",3,30
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[30,40)",1,130
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[30,40)",2,350
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[30,40)",3,280
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[40,50)",1,30
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[40,50)",2,60
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[40,50)",3,100
Autochtoon,Man,"[0,20)",1,Marokkaans,Man,"[50,60)",1,10
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[0,20)",1,40
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[20,30)",1,50
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[20,30)",2,280
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[20,30)",3,90
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[30,40)",1,120
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[30,40)",2,500
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[30,40)",3,390
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[40,50)",1,30
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[40,50)",2,30
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[40,50)",3,40
Autochtoon,Man,"[0,20)",1,Marokkaans,Vrouw,"[50,60)",1,10
Autochtoon,Man,"[0,20)",1,Overig,Man,"[0,20)",1,160
Autochtoon,Man,"[0,20)",1,Overig,Man,"[20,30)",1,40
Autochtoon,Man,"[0,20)",1,Overig,Man,"[20,30)",2,70
Autochtoon,Man,"[0,20)",1,Overig,Man,"[20,30)",3,30
Autochtoon,Man,"[0,20)",1,Overig,Man,"[30,40)",1,130
Autochtoon,Man,"[0,20)",1,Overig,Man,"[30,40)",2,270
Autochtoon,Man,"[0,20)",1,Overig,Man,"[30,40)",3,650
Autochtoon,Man,"[0,20)",1,Overig,Man,"[40,50)",1,110
Autochtoon,Man,"[0,20)",1,Overig,Man,"[40,50)",2,390
Autochtoon,Man,"[0,20)",1,Overig,Man,"[40,50)",3,860
Autochtoon,Man,"[0,20)",1,Overig,Man,"[50,60)",1,30
Autochtoon,Man,"[0,20)",1,Overig,Man,"[50,60)",2,120
Autochtoon,Man,"[0,20)",1,Overig,Man,"[50,60)",3,500
Autochtoon,Man,"[0,20)",1,Overig,Man,"[60,70)",1,40
Autochtoon,Man,"[0,20)",1,Overig,Man,"[60,70)",2,30
Autochtoon,Man,"[0,20)",1,Overig,Man,"[60,70)",3,10
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[0,20)",1,180
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[20,30)",1,70
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[20,30)",2,180
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[20,30)",3,80
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[30,40)",1,160
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[30,40)",2,390
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[30,40)",3,1310
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[40,50)",1,80
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[40,50)",2,380
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[40,50)",3,1190
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[50,60)",1,150
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[50,60)",2,190
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[50,60)",3,340
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[60,70)",1,40
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[60,70)",2,20
Autochtoon,Man,"[0,20)",1,Overig,Vrouw,"[60,70)",3,20
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[0,20)",1,160
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[20,30)",1,70
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[20,30)",2,100
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[20,30)",3,20
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[30,40)",1,90
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[30,40)",2,230
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[30,40)",3,160
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[40,50)",1,60
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[40,50)",2,120
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[40,50)",3,110
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[50,60)",1,20
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[50,60)",2,20
Autochtoon,Man,"[0,20)",1,Surinaams,Man,"[50,60)",3,30
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[0,20)",1,120
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[20,30)",1,120
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[20,30)",2,420
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[20,30)",3,70
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[30,40)",1,300
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[30,40)",2,820
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[30,40)",3,370
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[40,50)",1,120
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[40,50)",2,260
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[40,50)",3,180
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[50,60)",1,50
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[50,60)",2,160
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[50,60)",3,40
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[60,70)",1,20
Autochtoon,Man,"[0,20)",1,Surinaams,Vrouw,"[60,70)",2,40
Autochtoon,Man,"[0,20)",1,Turks,Man,"[0,20)",1,20
Autochtoon,Man,"[0,20)",1,Turks,Man,"[20,30)",1,30
Autochtoon,Man,"[0,20)",1,Turks,Man,"[20,30)",2,70
Autochtoon,Man,"[0,20)",1,Turks,Man,"[20,30)",3,20
Autochtoon,Man,"[0,20)",1,Turks,Man,"[30,40)",1,100
Autochtoon,Man,"[0,20)",1,Turks,Man,"[30,40)",2,290
Autochtoon,Man,"[0,20)",1,Turks,Man,"[30,40)",3,160
Autochtoon,Man,"[0,20)",1,Turks,Man,"[40,50)",1,20
Autochtoon,Man,"[0,20)",1,Turks,Man,"[40,50)",2,30
Autochtoon,Man,"[0,20)",1,Turks,Man,"[40,50)",3,40
Autochtoon,Man,"[0,20)",1,Turks,Man,"[50,60)",1,10
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[0,20)",1,30
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[20,30)",1,40
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[20,30)",2,130
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[20,30)",3,40
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[30,40)",1,70
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[30,40)",2,300
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[30,40)",3,210
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[40,50)",1,10
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[40,50)",2,20
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[40,50)",3,50
Autochtoon,Man,"[0,20)",1,Turks,Vrouw,"[50,60)",1,10
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[0,20)",1,360
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[0,20)",2,60
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[20,30)",1,20
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[20,30)",2,180
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[20,30)",3,20
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[40,50)",2,60
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[40,50)",3,200
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[50,60)",2,160
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[50,60)",3,450
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[60,70)",2,30
Autochtoon,Man,"[0,20)",2,Autochtoon,Man,"[60,70)",3,100
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[0,20)",1,490
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[0,20)",2,60
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[20,30)",1,10
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[20,30)",2,160
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[20,30)",3,30
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[40,50)",1,20
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[40,50)",2,150
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[40,50)",3,140
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[50,60)",1,40
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[50,60)",2,190
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[50,60)",3,590
Autochtoon,Man,"[0,20)",2,Autochtoon,Vrouw,"[60,70)",3,40
Autochtoon,Man,"[0,20)",2,Overig,Man,"[0,20)",2,10
Autochtoon,Man,"[0,20)",2,Overig,Man,"[40,50)",3,10
Autochtoon,Man,"[0,20)",2,Overig,Man,"[50,60)",2,10
Autochtoon,Man,"[0,20)",2,Overig,Man,"[50,60)",3,50
Autochtoon,Man,"[0,20)",2,Overig,Vrouw,"[40,50)",2,20
Autochtoon,Man,"[0,20)",2,Overig,Vrouw,"[40,50)",3,140
Autochtoon,Man,"[0,20)",2,Overig,Vrouw,"[50,60)",2,80
Autochtoon,Man,"[0,20)",2,Overig,Vrouw,"[50,60)",3,80
Autochtoon,Man,"[0,20)",2,Surinaams,Vrouw,"[40,50)",2,10
Autochtoon,Man,"[0,20)",3,Autochtoon,Man,"[0,20)",1,10
Autochtoon,Man,"[0,20)",3,Autochtoon,Vrouw,"[50,60)",3,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[0,20)",1,160
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[0,20)",2,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[20,30)",1,60
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[20,30)",2,120
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[20,30)",3,40
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[30,40)",1,10
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[30,40)",2,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[30,40)",3,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[40,50)",1,10
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[40,50)",2,50
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[40,50)",3,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[50,60)",1,80
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[50,60)",2,140
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[50,60)",3,60
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[60,70)",1,70
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[60,70)",2,90
Autochtoon,Man,"[20,30)",1,Autochtoon,Man,"[60,70)",3,70
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[0,20)",1,150
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[0,20)",2,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[20,30)",1,60
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[20,30)",2,160
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[20,30)",3,110
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[30,40)",1,10
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[30,40)",2,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[30,40)",3,10
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[40,50)",1,50
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[40,50)",2,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[40,50)",3,20
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[50,60)",1,160
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[50,60)",2,170
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[50,60)",3,150
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[60,70)",1,30
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[60,70)",2,30
Autochtoon,Man,"[20,30)",1,Autochtoon,Vrouw,"[60,70)",3,20
Autochtoon,Man,"[20,30)",1,Marokkaans,Man,"[20,30)",1,10
Autochtoon,Man,"[20,30)",1,Overig,Man,"[0,20)",1,20
Autochtoon,Man,"[20,30)",1,Overig,Man,"[20,30)",2,20
Autochtoon,Man,"[20,30)",1,Overig,Man,"[30,40)",1,10
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[0,20)",1,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[20,30)",1,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[20,30)",2,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[20,30)",3,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[30,40)",3,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[40,50)",1,10
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[40,50)",2,10
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[50,60)",1,40
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[50,60)",2,20
Autochtoon,Man,"[20,30)",1,Overig,Vrouw,"[50,60)",3,20
Autochtoon,Man,"[20,30)",1,Surinaams,Vrouw,"[40,50)",2,10
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[0,20)",1,480
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[0,20)",2,180
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[20,30)",1,120
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[20,30)",2,1940
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[20,30)",3,1010
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[30,40)",1,20
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[30,40)",2,100
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[30,40)",3,140
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[40,50)",1,50
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[40,50)",2,60
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[40,50)",3,50
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[50,60)",1,210
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[50,60)",2,510
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[50,60)",3,520
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[60,70)",1,140
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[60,70)",2,170
Autochtoon,Man,"[20,30)",2,Autochtoon,Man,"[60,70)",3,460
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[0,20)",1,440
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[0,20)",2,180
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[20,30)",1,110
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[20,30)",2,1260
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[20,30)",3,1420
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[30,40)",1,20
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[30,40)",2,100
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[30,40)",3,220
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[40,50)",1,110
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[40,50)",2,110
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[40,50)",3,100
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[50,60)",1,350
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[50,60)",2,830
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[50,60)",3,780
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[60,70)",1,100
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[60,70)",2,170
Autochtoon,Man,"[20,30)",2,Autochtoon,Vrouw,"[60,70)",3,270
Autochtoon,Man,"[20,30)",2,Marokkaans,Vrouw,"[20,30)",2,20
Autochtoon,Man,"[20,30)",2,Overig,Man,"[0,20)",1,30
Autochtoon,Man,"[20,30)",2,Overig,Man,"[0,20)",2,10
Autochtoon,Man,"[20,30)",2,Overig,Man,"[20,30)",1,10
Autochtoon,Man,"[20,30)",2,Overig,Man,"[20,30)",2,220
Autochtoon,Man,"[20,30)",2,Overig,Man,"[20,30)",3,160
Autochtoon,Man,"[20,30)",2,Overig,Man,"[30,40)",2,20
Autochtoon,Man,"[20,30)",2,Overig,Man,"[30,40)",3,30
Autochtoon,Man,"[20,30)",2,Overig,Man,"[50,60)",1,30
Autochtoon,Man,"[20,30)",2,Overig,Man,"[50,60)",2,80
Autochtoon,Man,"[20,30)",2,Overig,Man,"[50,60)",3,60
Autochtoon,Man,"[20,30)",2,Overig,Man,"[60,70)",2,30
Autochtoon,Man,"[20,30)",2,Overig,Man,"[60,70)",3,60
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[0,20)",1,30
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[20,30)",1,20
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[20,30)",2,220
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[20,30)",3,280
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[30,40)",2,30
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[30,40)",3,90
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[40,50)",1,10
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[40,50)",2,30
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[40,50)",3,20
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[50,60)",1,60
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[50,60)",2,90
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[50,60)",3,90
Autochtoon,Man,"[20,30)",2,Overig,Vrouw,"[60,70)",3,50
Autochtoon,Man,"[20,30)",2,Surinaams,Man,"[0,20)",1,20
Autochtoon,Man,"[20,30)",2,Surinaams,Man,"[20,30)",2,30
Autochtoon,Man,"[20,30)",2,Surinaams,Man,"[20,30)",3,10
Autochtoon,Man,"[20,30)",2,Surinaams,Man,"[30,40)",2,10
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[0,20)",1,10
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[20,30)",1,10
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[20,30)",2,40
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[20,30)",3,40
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[40,50)",2,40
Autochtoon,Man,"[20,30)",2,Surinaams,Vrouw,"[50,60)",2,10
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[0,20)",1,120
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[0,20)",2,20
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[20,30)",1,40
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[20,30)",2,1010
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[20,30)",3,3370
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[30,40)",1,10
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[30,40)",2,130
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[30,40)",3,520
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[40,50)",2,10
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[40,50)",3,20
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[50,60)",1,30
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[50,60)",2,90
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[50,60)",3,140
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[60,70)",1,20
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[60,70)",2,100
Autochtoon,Man,"[20,30)",3,Autochtoon,Man,"[60,70)",3,310
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[0,20)",1,110
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[0,20)",2,50
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[20,30)",1,40
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[20,30)",2,890
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[20,30)",3,6100
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[30,40)",2,80
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[30,40)",3,1000
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[40,50)",2,40
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[40,50)",3,20
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[50,60)",1,50
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[50,60)",2,220
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[50,60)",3,260
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[60,70)",2,50
Autochtoon,Man,"[20,30)",3,Autochtoon,Vrouw,"[60,70)",3,160
Autochtoon,Man,"[20,30)",3,Marokkaans,Man,"[20,30)",3,10
Autochtoon,Man,"[20,30)",3,Marokkaans,Vrouw,"[20,30)",2,10
Autochtoon,Man,"[20,30)",3,Marokkaans,Vrouw,"[20,30)",3,10
Autochtoon,Man,"[20,30)",3,Overig,Man,"[0,20)",1,20
Autochtoon,Man,"[20,30)",3,Overig,Man,"[20,30)",2,180
Autochtoon,Man,"[20,30)",3,Overig,Man,"[20,30)",3,540
Autochtoon,Man,"[20,30)",3,Overig,Man,"[30,40)",2,20
Autochtoon,Man,"[20,30)",3,Overig,Man,"[30,40)",3,90
Autochtoon,Man,"[20,30)",3,Overig,Man,"[40,50)",3,20
Autochtoon,Man,"[20,30)",3,Overig,Man,"[50,60)",3,10
Autochtoon,Man,"[20,30)",3,Overig,Man,"[60,70)",3,10
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[0,20)",1,10
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[20,30)",1,10
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[20,30)",2,3300
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[20,30)",3,1740
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[30,40)",2,20
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[30,40)",3,250
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[50,60)",3,20
Autochtoon,Man,"[20,30)",3,Overig,Vrouw,"[60,70)",3,20
