geslacht_src,etngrp_src,oplniv_src,geslacht_dst,etngrp_dst,oplniv_dst,n
Man,Autochtoon,3,Vrouw,Marokkaans,1,10
Man,Autochtoon,3,Vrouw,Marokkaans,2,40
Man,Autochtoon,3,Vrouw,Marokkaans,3,140
Man,Autochtoon,3,Vrouw,Overig,1,11000
Man,Autochtoon,3,Vrouw,Overig,2,18390
Man,Autochtoon,3,Vrouw,Overig,3,55170
Man,Autochtoon,3,Vrouw,Surinaams,1,100
Man,Autochtoon,3,Vrouw,Surinaams,2,300
Man,Autochtoon,3,Vrouw,Surinaams,3,1260
Man,Autochtoon,3,Vrouw,Turks,1,40
Man,Autochtoon,3,Vrouw,Turks,2,20
Man,Autochtoon,3,Vrouw,Turks,3,240
Man,Marokkaans,1,Man,Autochtoon,1,250
Man,Marokkaans,1,Man,Autochtoon,2,10
Man,Marokkaans,1,Man,Autochtoon,3,10
Man,Marokkaans,1,Man,Marokkaans,1,28860
Man,Marokkaans,1,Man,Marokkaans,2,7200
Man,Marokkaans,1,Man,Marokkaans,3,1460
Man,Marokkaans,1,Man,Overig,1,300
Man,Marokkaans,1,Man,Overig,2,70
Man,Marokkaans,1,Man,Overig,3,20
Man,Marokkaans,1,Man,Surinaams,1,20
Man,Marokkaans,1,Man,Surinaams,2,10
Man,Marokkaans,1,Vrouw,Autochtoon,1,290
Man,Marokkaans,1,Vrouw,Autochtoon,2,160
Man,Marokkaans,1,Vrouw,Autochtoon,3,60
Man,Marokkaans,1,Vrouw,Marokkaans,1,119890
Man,Marokkaans,1,Vrouw,Marokkaans,2,28080
Man,Marokkaans,1,Vrouw,Marokkaans,3,3860
Man,Marokkaans,1,Vrouw,Overig,1,750
Man,Marokkaans,1,Vrouw,Overig,2,90
Man,Marokkaans,1,Vrouw,Overig,3,30
Man,Marokkaans,2,Man,Autochtoon,1,500
Man,Marokkaans,2,Man,Marokkaans,1,7200
Man,Marokkaans,2,Man,Marokkaans,2,1980
Man,Marokkaans,2,Man,Marokkaans,3,350
Man,Marokkaans,2,Man,Overig,1,100
Man,Marokkaans,2,Man,Overig,2,10
Man,Marokkaans,2,Vrouw,Autochtoon,1,520
Man,Marokkaans,2,Vrouw,Autochtoon,2,100
Man,Marokkaans,2,Vrouw,Autochtoon,3,110
Man,Marokkaans,2,Vrouw,Marokkaans,1,22110
Man,Marokkaans,2,Vrouw,Marokkaans,2,6730
Man,Marokkaans,2,Vrouw,Marokkaans,3,4490
Man,Marokkaans,2,Vrouw,Overig,1,140
Man,Marokkaans,2,Vrouw,Overig,2,210
Man,Marokkaans,2,Vrouw,Overig,3,40
Man,Marokkaans,2,Vrouw,Surinaams,2,10
Man,Marokkaans,3,Man,Autochtoon,1,410
Man,Marokkaans,3,Man,Autochtoon,3,10
Man,Marokkaans,3,Man,Marokkaans,1,1460
Man,Marokkaans,3,Man,Marokkaans,2,350
Man,Marokkaans,3,Man,Marokkaans,3,70
Man,Marokkaans,3,Man,Overig,1,40
Man,Marokkaans,3,Vrouw,Autochtoon,1,320
Man,Marokkaans,3,Vrouw,Autochtoon,2,20
Man,Marokkaans,3,Vrouw,Autochtoon,3,140
Man,Marokkaans,3,Vrouw,Marokkaans,1,2440
Man,Marokkaans,3,Vrouw,Marokkaans,2,2020
Man,Marokkaans,3,Vrouw,Marokkaans,3,1220
Man,Marokkaans,3,Vrouw,Overig,1,40
Man,Marokkaans,3,Vrouw,Overig,2,20
Man,Marokkaans,3,Vrouw,Overig,3,160
Man,Overig,1,Man,Autochtoon,1,690
Man,Overig,1,Man,Autochtoon,2,920
Man,Overig,1,Man,Autochtoon,3,4680
Man,Overig,1,Man,Marokkaans,1,300
Man,Overig,1,Man,Marokkaans,2,100
Man,Overig,1,Man,Marokkaans,3,40
Man,Overig,1,Man,Overig,1,602510
Man,Overig,1,Man,Overig,2,6500
Man,Overig,1,Man,Overig,3,43060
Man,Overig,1,Man,Surinaams,1,200
Man,Overig,1,Man,Surinaams,2,250
Man,Overig,1,Man,Surinaams,3,90
Man,Overig,1,Man,Turks,1,70
Man,Overig,1,Man,Turks,2,80
Man,Overig,1,Man,Turks,3,50
Man,Overig,1,Vrouw,Autochtoon,1,12990
Man,Overig,1,Vrouw,Autochtoon,2,3400
Man,Overig,1,Vrouw,Autochtoon,3,18380
Man,Overig,1,Vrouw,Marokkaans,1,750
Man,Overig,1,Vrouw,Marokkaans,2,90
Man,Overig,1,Vrouw,Marokkaans,3,30
Man,Overig,1,Vrouw,Overig,1,48920
Man,Overig,1,Vrouw,Overig,2,20670
Man,Overig,1,Vrouw,Overig,3,63360
Man,Overig,1,Vrouw,Surinaams,1,230
Man,Overig,1,Vrouw,Surinaams,2,300
Man,Overig,1,Vrouw,Surinaams,3,100
Man,Overig,1,Vrouw,Turks,1,40
Man,Overig,1,Vrouw,Turks,2,20
Man,Overig,1,Vrouw,Turks,3,30
Man,Overig,2,Man,Autochtoon,1,940
Man,Overig,2,Man,Autochtoon,2,1210
Man,Overig,2,Man,Autochtoon,3,1590
Man,Overig,2,Man,Marokkaans,1,70
Man,Overig,2,Man,Marokkaans,2,10
Man,Overig,2,Man,Overig,1,6500
Man,Overig,2,Man,Overig,2,2570
Man,Overig,2,Man,Overig,3,19070
Man,Overig,2,Man,Surinaams,1,120
Man,Overig,2,Man,Surinaams,2,20
Man,Overig,2,Vrouw,Autochtoon,1,2690
Man,Overig,2,Vrouw,Autochtoon,2,12560
Man,Overig,2,Vrouw,Autochtoon,3,8040
Man,Overig,2,Vrouw,Marokkaans,1,960
Man,Overig,2,Vrouw,Marokkaans,2,30
Man,Overig,2,Vrouw,Marokkaans,3,20
Man,Overig,2,Vrouw,Overig,1,14460
Man,Overig,2,Vrouw,Overig,2,87970
Man,Overig,2,Vrouw,Overig,3,38950
Man,Overig,2,Vrouw,Surinaams,1,110
Man,Overig,2,Vrouw,Surinaams,2,750
Man,Overig,2,Vrouw,Surinaams,3,170
Man,Overig,2,Vrouw,Turks,2,20
Man,Overig,2,Vrouw,Turks,3,20
Man,Overig,3,Man,Autochtoon,1,2050
Man,Overig,3,Man,Autochtoon,2,2250
Man,Overig,3,Man,Autochtoon,3,4050
Man,Overig,3,Man,Marokkaans,1,20
Man,Overig,3,Man,Overig,1,43060
Man,Overig,3,Man,Overig,2,19070
Man,Overig,3,Man,Overig,3,263330
Man,Overig,3,Man,Surinaams,1,60
Man,Overig,3,Man,Turks,1,10
Man,Overig,3,Vrouw,Autochtoon,1,2160
Man,Overig,3,Vrouw,Autochtoon,2,13020
Man,Overig,3,Vrouw,Autochtoon,3,38190
Man,Overig,3,Vrouw,Marokkaans,1,30
Man,Overig,3,Vrouw,Marokkaans,2,30
Man,Overig,3,Vrouw,Marokkaans,3,100
Man,Overig,3,Vrouw,Overig,1,17560
Man,Overig,3,Vrouw,Overig,2,243890
Man,Overig,3,Vrouw,Overig,3,305740
Man,Overig,3,Vrouw,Surinaams,1,100
Man,Overig,3,Vrouw,Surinaams,2,70
Man,Overig,3,Vrouw,Surinaams,3,290
Man,Overig,3,Vrouw,Turks,3,140
Man,Surinaams,1,Man,Autochtoon,1,420
Man,Surinaams,1,Man,Autochtoon,2,90
Man,Surinaams,1,Man,Autochtoon,3,100
Man,Surinaams,1,Man,Marokkaans,1,20
Man,Surinaams,1,Man,Overig,1,200
Man,Surinaams,1,Man,Overig,2,120
Man,Surinaams,1,Man,Overig,3,60
Man,Surinaams,1,Man,Surinaams,1,4660
Man,Surinaams,1,Man,Surinaams,2,2030
Man,Surinaams,1,Man,Surinaams,3,450
Man,Surinaams,1,Vrouw,Autochtoon,1,510
Man,Surinaams,1,Vrouw,Autochtoon,2,250
Man,Surinaams,1,Vrouw,Autochtoon,3,290
Man,Surinaams,1,Vrouw,Overig,1,190
Man,Surinaams,1,Vrouw,Overig,2,140
Man,Surinaams,1,Vrouw,Overig,3,50
Man,Surinaams,1,Vrouw,Surinaams,1,9600
Man,Surinaams,1,Vrouw,Surinaams,2,7250
Man,Surinaams,1,Vrouw,Surinaams,3,1760
Man,Surinaams,2,Man,Autochtoon,1,470
Man,Surinaams,2,Man,Autochtoon,2,40
Man,Surinaams,2,Man,Autochtoon,3,70
Man,Surinaams,2,Man,Marokkaans,1,10
Man,Surinaams,2,Man,Overig,1,250
Man,Surinaams,2,Man,Overig,2,20
Man,Surinaams,2,Man,Surinaams,1,2030
Man,Surinaams,2,Man,Surinaams,2,1660
Man,Surinaams,2,Man,Surinaams,3,370
Man,Surinaams,2,Vrouw,Autochtoon,1,1150
Man,Surinaams,2,Vrouw,Autochtoon,2,1010
Man,Surinaams,2,Vrouw,Autochtoon,3,450
Man,Surinaams,2,Vrouw,Marokkaans,2,50
Man,Surinaams,2,Vrouw,Overig,1,200
Man,Surinaams,2,Vrouw,Overig,2,500
Man,Surinaams,2,Vrouw,Overig,3,190
Man,Surinaams,2,Vrouw,Surinaams,1,3230
Man,Surinaams,2,Vrouw,Surinaams,2,4100
Man,Surinaams,2,Vrouw,Surinaams,3,1510
Man,Surinaams,3,Man,Autochtoon,1,320
Man,Surinaams,3,Man,Autochtoon,2,10
Man,Surinaams,3,Man,Autochtoon,3,60
Man,Surinaams,3,Man,Overig,1,90
Man,Surinaams,3,Man,Surinaams,1,450
Man,Surinaams,3,Man,Surinaams,2,370
Man,Surinaams,3,Man,Surinaams,3,80
Man,Surinaams,3,Vrouw,Autochtoon,1,290
Man,Surinaams,3,Vrouw,Autochtoon,2,410
Man,Surinaams,3,Vrouw,Autochtoon,3,860
Man,Surinaams,3,Vrouw,Overig,1,70
Man,Surinaams,3,Vrouw,Overig,2,140
Man,Surinaams,3,Vrouw,Overig,3,320
Man,Surinaams,3,Vrouw,Surinaams,1,570
Man,Surinaams,3,Vrouw,Surinaams,2,3370
Man,Surinaams,3,Vrouw,Surinaams,3,1970
Man,Turks,1,Man,Autochtoon,1,180
Man,Turks,1,Man,Autochtoon,3,220
Man,Turks,1,Man,Overig,1,70
Man,Turks,1,Man,Overig,3,10
Man,Turks,1,Man,Turks,1,8900
Man,Turks,1,Man,Turks,2,3110
Man,Turks,1,Man,Turks,3,690
Man,Turks,1,Vrouw,Autochtoon,1,170
Man,Turks,1,Vrouw,Autochtoon,2,20
Man,Turks,1,Vrouw,Autochtoon,3,20
Man,Turks,1,Vrouw,Overig,1,1920
Man,Turks,1,Vrouw,Overig,2,30
Man,Turks,1,Vrouw,Turks,1,68870
Man,Turks,1,Vrouw,Turks,2,6180
Man,Turks,1,Vrouw,Turks,3,2560
Man,Turks,2,Man,Autochtoon,1,390
Man,Turks,2,Man,Overig,1,80
Man,Turks,2,Man,Turks,1,3110
Man,Turks,2,Man,Turks,2,1080
Man,Turks,2,Man,Turks,3,150
Man,Turks,2,Vrouw,Autochtoon,1,320
Man,Turks,2,Vrouw,Autochtoon,2,40
Man,Turks,2,Vrouw,Autochtoon,3,60
Man,Turks,2,Vrouw,Marokkaans,2,10
Man,Turks,2,Vrouw,Overig,1,1520
Man,Turks,2,Vrouw,Overig,2,40
Man,Turks,2,Vrouw,Overig,3,50
Man,Turks,2,Vrouw,Turks,1,9780
Man,Turks,2,Vrouw,Turks,2,7680
Man,Turks,2,Vrouw,Turks,3,670
Man,Turks,3,Man,Autochtoon,1,220
Man,Turks,3,Man,Autochtoon,3,10
Man,Turks,3,Man,Overig,1,50
Man,Turks,3,Man,Turks,1,690
Man,Turks,3,Man,Turks,2,150
Man,Turks,3,Man,Turks,3,50
Man,Turks,3,Vrouw,Autochtoon,1,200
Man,Turks,3,Vrouw,Autochtoon,3,140
Man,Turks,3,Vrouw,Overig,1,30
Man,Turks,3,Vrouw,Overig,2,20
Man,Turks,3,Vrouw,Overig,3,340
Man,Turks,3,Vrouw,Turks,1,2130
Man,Turks,3,Vrouw,Turks,2,1620
Man,Turks,3,Vrouw,Turks,3,1150
Vrouw,Autochtoon,1,Man,Autochtoon,1,184840
Vrouw,Autochtoon,1,Man,Autochtoon,2,134130
Vrouw,Autochtoon,1,Man,Autochtoon,3,32890
Vrouw,Autochtoon,1,Man,Marokkaans,1,290
Vrouw,Autochtoon,1,Man,Marokkaans,2,520
Vrouw,Autochtoon,1,Man,Marokkaans,3,320
Vrouw,Autochtoon,1,Man,Overig,1,12990
Vrouw,Autochtoon,1,Man,Overig,2,2690
Vrouw,Autochtoon,1,Man,Overig,3,2160
Vrouw,Autochtoon,1,Man,Surinaams,1,510
Vrouw,Autochtoon,1,Man,Surinaams,2,1150
Vrouw,Autochtoon,1,Man,Surinaams,3,290
Vrouw,Autochtoon,1,Man,Turks,1,170
Vrouw,Autochtoon,1,Man,Turks,2,320
Vrouw,Autochtoon,1,Man,Turks,3,200
Vrouw,Autochtoon,1,Vrouw,Autochtoon,1,16480
Vrouw,Autochtoon,1,Vrouw,Autochtoon,2,5670
Vrouw,Autochtoon,1,Vrouw,Autochtoon,3,15090
Vrouw,Autochtoon,1,Vrouw,Marokkaans,1,300
Vrouw,Autochtoon,1,Vrouw,Marokkaans,2,750
Vrouw,Autochtoon,1,Vrouw,Marokkaans,3,500
Vrouw,Autochtoon,1,Vrouw,Overig,1,730
Vrouw,Autochtoon,1,Vrouw,Overig,2,1240
Vrouw,Autochtoon,1,Vrouw,Overig,3,2850
Vrouw,Autochtoon,1,Vrouw,Surinaams,1,810
Vrouw,Autochtoon,1,Vrouw,Surinaams,2,1670
Vrouw,Autochtoon,1,Vrouw,Surinaams,3,610
Vrouw,Autochtoon,1,Vrouw,Turks,1,170
Vrouw,Autochtoon,1,Vrouw,Turks,2,430
Vrouw,Autochtoon,1,Vrouw,Turks,3,250
Vrouw,Autochtoon,2,Man,Autochtoon,1,60190
Vrouw,Autochtoon,2,Man,Autochtoon,2,77730
Vrouw,Autochtoon,2,Man,Autochtoon,3,38960
Vrouw,Autochtoon,2,Man,Marokkaans,1,160
Vrouw,Autochtoon,2,Man,Marokkaans,2,100
Vrouw,Autochtoon,2,Man,Marokkaans,3,20
Vrouw,Autochtoon,2,Man,Overig,1,3400
Vrouw,Autochtoon,2,Man,Overig,2,12560
Vrouw,Autochtoon,2,Man,Overig,3,13020
Vrouw,Autochtoon,2,Man,Surinaams,1,250
Vrouw,Autochtoon,2,Man,Surinaams,2,1010
Vrouw,Autochtoon,2,Man,Surinaams,3,410
Vrouw,Autochtoon,2,Man,Turks,1,20
Vrouw,Autochtoon,2,Man,Turks,2,40
Vrouw,Autochtoon,2,Vrouw,Autochtoon,1,5670
Vrouw,Autochtoon,2,Vrouw,Autochtoon,2,4870
Vrouw,Autochtoon,2,Vrouw,Autochtoon,3,4240
Vrouw,Autochtoon,2,Vrouw,Marokkaans,1,100
Vrouw,Autochtoon,2,Vrouw,Marokkaans,2,10
Vrouw,Autochtoon,2,Vrouw,Overig,1,750
Vrouw,Autochtoon,2,Vrouw,Overig,2,710
Vrouw,Autochtoon,2,Vrouw,Overig,3,770
Vrouw,Autochtoon,2,Vrouw,Surinaams,1,170
Vrouw,Autochtoon,2,Vrouw,Surinaams,2,120
Vrouw,Autochtoon,2,Vrouw,Surinaams,3,20
Vrouw,Autochtoon,2,Vrouw,Turks,1,20
Vrouw,Autochtoon,3,Man,Autochtoon,1,21490
Vrouw,Autochtoon,3,Man,Autochtoon,2,26650
Vrouw,Autochtoon,3,Man,Autochtoon,3,131000
Vrouw,Autochtoon,3,Man,Marokkaans,1,60
Vrouw,Autochtoon,3,Man,Marokkaans,2,110
Vrouw,Autochtoon,3,Man,Marokkaans,3,140
Vrouw,Autochtoon,3,Man,Overig,1,18380
Vrouw,Autochtoon,3,Man,Overig,2,8040
Vrouw,Autochtoon,3,Man,Overig,3,38190
Vrouw,Autochtoon,3,Man,Surinaams,1,290
Vrouw,Autochtoon,3,Man,Surinaams,2,450
Vrouw,Autochtoon,3,Man,Surinaams,3,860
Vrouw,Autochtoon,3,Man,Turks,1,20
Vrouw,Autochtoon,3,Man,Turks,2,60
Vrouw,Autochtoon,3,Man,Turks,3,140
Vrouw,Autochtoon,3,Vrouw,Autochtoon,1,15090
Vrouw,Autochtoon,3,Vrouw,Autochtoon,2,4240
Vrouw,Autochtoon,3,Vrouw,Autochtoon,3,20010
Vrouw,Autochtoon,3,Vrouw,Marokkaans,1,70
Vrouw,Autochtoon,3,Vrouw,Overig,1,2510
Vrouw,Autochtoon,3,Vrouw,Overig,2,760
Vrouw,Autochtoon,3,Vrouw,Overig,3,3440
Vrouw,Autochtoon,3,Vrouw,Surinaams,1,210
Vrouw,Autochtoon,3,Vrouw,Surinaams,2,10
Vrouw,Autochtoon,3,Vrouw,Surinaams,3,30
Vrouw,Autochtoon,3,Vrouw,Turks,1,50
Vrouw,Autochtoon,3,Vrouw,Turks,3,20
Vrouw,Marokkaans,1,Man,Autochtoon,1,250
Vrouw,Marokkaans,1,Man,Autochtoon,3,10
Vrouw,Marokkaans,1,Man,Marokkaans,1,119890
Vrouw,Marokkaans,1,Man,Marokkaans,2,22110
Vrouw,Marokkaans,1,Man,Marokkaans,3,2440
Vrouw,Marokkaans,1,Man,Overig,1,750
Vrouw,Marokkaans,1,Man,Overig,2,960
Vrouw,Marokkaans,1,Man,Overig,3,30
Vrouw,Marokkaans,1,Vrouw,Autochtoon,1,300
Vrouw,Marokkaans,1,Vrouw,Autochtoon,2,100
Vrouw,Marokkaans,1,Vrouw,Autochtoon,3,70
Vrouw,Marokkaans,1,Vrouw,Marokkaans,1,23110
Vrouw,Marokkaans,1,Vrouw,Marokkaans,2,7290
Vrouw,Marokkaans,1,Vrouw,Marokkaans,3,1920
Vrouw,Marokkaans,1,Vrouw,Overig,1,120
Vrouw,Marokkaans,1,Vrouw,Overig,2,30
Vrouw,Marokkaans,1,Vrouw,Overig,3,10
Vrouw,Marokkaans,2,Man,Autochtoon,1,810
Vrouw,Marokkaans,2,Man,Autochtoon,2,70
Vrouw,Marokkaans,2,Man,Autochtoon,3,40
Vrouw,Marokkaans,2,Man,Marokkaans,1,28080
Vrouw,Marokkaans,2,Man,Marokkaans,2,6730
Vrouw,Marokkaans,2,Man,Marokkaans,3,2020
Vrouw,Marokkaans,2,Man,Overig,1,90
Vrouw,Marokkaans,2,Man,Overig,2,30
Vrouw,Marokkaans,2,Man,Overig,3,30
Vrouw,Marokkaans,2,Man,Surinaams,2,50
Vrouw,Marokkaans,2,Man,Turks,2,10
Vrouw,Marokkaans,2,Vrouw,Autochtoon,1,750
Vrouw,Marokkaans,2,Vrouw,Autochtoon,2,10
Vrouw,Marokkaans,2,Vrouw,Marokkaans,1,7290
Vrouw,Marokkaans,2,Vrouw,Marokkaans,2,2220
Vrouw,Marokkaans,2,Vrouw,Marokkaans,3,440
Vrouw,Marokkaans,2,Vrouw,Overig,1,70
Vrouw,Marokkaans,3,Man,Autochtoon,1,520
Vrouw,Marokkaans,3,Man,Autochtoon,2,20
Vrouw,Marokkaans,3,Man,Autochtoon,3,140
Vrouw,Marokkaans,3,Man,Marokkaans,1,3860
Vrouw,Marokkaans,3,Man,Marokkaans,2,4490
Vrouw,Marokkaans,3,Man,Marokkaans,3,1220
Vrouw,Marokkaans,3,Man,Overig,1,30
Vrouw,Marokkaans,3,Man,Overig,2,20
Vrouw,Marokkaans,3,Man,Overig,3,100
Vrouw,Marokkaans,3,Vrouw,Autochtoon,1,500
Vrouw,Marokkaans,3,Vrouw,Marokkaans,1,1920
Vrouw,Marokkaans,3,Vrouw,Marokkaans,2,440
Vrouw,Marokkaans,3,Vrouw,Marokkaans,3,200
Vrouw,Marokkaans,3,Vrouw,Overig,1,10
Vrouw,Overig,1,Man,Autochtoon,1,32160
Vrouw,Overig,1,Man,Autochtoon,2,10720
Vrouw,Overig,1,Man,Autochtoon,3,11000
Vrouw,Overig,1,Man,Marokkaans,1,750
Vrouw,Overig,1,Man,Marokkaans,2,140
Vrouw,Overig,1,Man,Marokkaans,3,40
Vrouw,Overig,1,Man,Overig,1,48920
Vrouw,Overig,1,Man,Overig,2,14460
Vrouw,Overig,1,Man,Overig,3,17560
Vrouw,Overig,1,Man,Surinaams,1,190
Vrouw,Overig,1,Man,Surinaams,2,200
Vrouw,Overig,1,Man,Surinaams,3,70
Vrouw,Overig,1,Man,Turks,1,1920
Vrouw,Overig,1,Man,Turks,2,1520
Vrouw,Overig,1,Man,Turks,3,30
Vrouw,Overig,1,Vrouw,Autochtoon,1,730
Vrouw,Overig,1,Vrouw,Autochtoon,2,750
Vrouw,Overig,1,Vrouw,Autochtoon,3,2510
Vrouw,Overig,1,Vrouw,Marokkaans,1,120
Vrouw,Overig,1,Vrouw,Marokkaans,2,70
Vrouw,Overig,1,Vrouw,Marokkaans,3,10
Vrouw,Overig,1,Vrouw,Overig,1,24280
Vrouw,Overig,1,Vrouw,Overig,2,9160
Vrouw,Overig,1,Vrouw,Overig,3,23800
Vrouw,Overig,1,Vrouw,Surinaams,1,130
Vrouw,Overig,1,Vrouw,Surinaams,2,180
Vrouw,Overig,1,Vrouw,Surinaams,3,90
Vrouw,Overig,1,Vrouw,Turks,1,20
Vrouw,Overig,1,Vrouw,Turks,2,30
Vrouw,Overig,1,Vrouw,Turks,3,10
Vrouw,Overig,2,Man,Autochtoon,1,4210
Vrouw,Overig,2,Man,Autochtoon,2,17660
Vrouw,Overig,2,Man,Autochtoon,3,18390
Vrouw,Overig,2,Man,Marokkaans,1,90
Vrouw,Overig,2,Man,Marokkaans,2,210
Vrouw,Overig,2,Man,Marokkaans,3,20
Vrouw,Overig,2,Man,Overig,1,20670
Vrouw,Overig,2,Man,Overig,2,87970
Vrouw,Overig,2,Man,Overig,3,243890
Vrouw,Overig,2,Man,Surinaams,1,140
Vrouw,Overig,2,Man,Surinaams,2,500
Vrouw,Overig,2,Man,Surinaams,3,140
Vrouw,Overig,2,Man,Turks,1,30
Vrouw,Overig,2,Man,Turks,2,40
Vrouw,Overig,2,Man,Turks,3,20
Vrouw,Overig,2,Vrouw,Autochtoon,1,1240
Vrouw,Overig,2,Vrouw,Autochtoon,2,710
Vrouw,Overig,2,Vrouw,Autochtoon,3,760
Vrouw,Overig,2,Vrouw,Marokkaans,1,30
Vrouw,Overig,2,Vrouw,Overig,1,9160
Vrouw,Overig,2,Vrouw,Overig,2,2900
Vrouw,Overig,2,Vrouw,Overig,3,1410
Vrouw,Overig,2,Vrouw,Surinaams,1,60
Vrouw,Overig,3,Man,Autochtoon,1,4730
Vrouw,Overig,3,Man,Autochtoon,2,10090
Vrouw,Overig,3,Man,Autochtoon,3,55170
Vrouw,Overig,3,Man,Marokkaans,1,30
Vrouw,Overig,3,Man,Marokkaans,2,40
Vrouw,Overig,3,Man,Marokkaans,3,160
Vrouw,Overig,3,Man,Overig,1,63360
Vrouw,Overig,3,Man,Overig,2,38950
Vrouw,Overig,3,Man,Overig,3,305740
Vrouw,Overig,3,Man,Surinaams,1,50
Vrouw,Overig,3,Man,Surinaams,2,190
Vrouw,Overig,3,Man,Surinaams,3,320
Vrouw,Overig,3,Man,Turks,2,50
Vrouw,Overig,3,Man,Turks,3,340
Vrouw,Overig,3,Vrouw,Autochtoon,1,2850
Vrouw,Overig,3,Vrouw,Autochtoon,2,770
Vrouw,Overig,3,Vrouw,Autochtoon,3,3440
Vrouw,Overig,3,Vrouw,Marokkaans,1,10
Vrouw,Overig,3,Vrouw,Overig,1,23800
Vrouw,Overig,3,Vrouw,Overig,2,1410
Vrouw,Overig,3,Vrouw,Overig,3,245600
Vrouw,Overig,3,Vrouw,Surinaams,1,50
Vrouw,Overig,3,Vrouw,Surinaams,2,10
Vrouw,Overig,3,Vrouw,Turks,3,20
Vrouw,Surinaams,1,Man,Autochtoon,1,860
Vrouw,Surinaams,1,Man,Autochtoon,2,800
Vrouw,Surinaams,1,Man,Autochtoon,3,100
Vrouw,Surinaams,1,Man,Overig,1,230
Vrouw,Surinaams,1,Man,Overig,2,110
Vrouw,Surinaams,1,Man,Overig,3,100
Vrouw,Surinaams,1,Man,Surinaams,1,9600
Vrouw,Surinaams,1,Man,Surinaams,2,3230
Vrouw,Surinaams,1,Man,Surinaams,3,570
Vrouw,Surinaams,1,Vrouw,Autochtoon,1,810
