geslacht_src,etngrp_src,oplniv_src,geslacht_dst,etngrp_dst,oplniv_dst,n
Man,Autochtoon,3,Vrouw,Autochtoon,3,93110
Man,Autochtoon,3,Vrouw,Marokkaans,1,50
Man,Autochtoon,3,Vrouw,Marokkaans,3,50
Man,Autochtoon,3,Vrouw,Overig,1,5820
Man,Autochtoon,3,Vrouw,Overig,2,7260
Man,Autochtoon,3,Vrouw,Overig,3,23380
Man,Autochtoon,3,Vrouw,Surinaams,1,200
Man,Autochtoon,3,Vrouw,Surinaams,2,190
Man,Autochtoon,3,Vrouw,Surinaams,3,460
Man,Autochtoon,3,Vrouw,Turks,1,60
Man,Autochtoon,3,Vrouw,Turks,3,50
Man,Marokkaans,1,Man,Autochtoon,1,8420
Man,Marokkaans,1,Man,Autochtoon,2,80
Man,Marokkaans,1,Man,Autochtoon,3,40
Man,Marokkaans,1,Man,Marokkaans,1,120680
Man,Marokkaans,1,Man,Marokkaans,2,46100
Man,Marokkaans,1,Man,Marokkaans,3,10620
Man,Marokkaans,1,Man,Overig,1,1890
Man,Marokkaans,1,Man,Overig,2,620
Man,Marokkaans,1,Man,Overig,3,220
Man,Marokkaans,1,Man,Surinaams,1,110
Man,Marokkaans,1,Man,Surinaams,2,140
Man,Marokkaans,1,Man,Turks,1,330
Man,Marokkaans,1,Man,Turks,2,70
Man,Marokkaans,1,Vrouw,Autochtoon,1,7640
Man,Marokkaans,1,Vrouw,Autochtoon,2,260
Man,Marokkaans,1,Vrouw,Autochtoon,3,100
Man,Marokkaans,1,Vrouw,Marokkaans,1,150760
Man,Marokkaans,1,Vrouw,Marokkaans,2,50500
Man,Marokkaans,1,Vrouw,Marokkaans,3,15240
Man,Marokkaans,1,Vrouw,Overig,1,1640
Man,Marokkaans,1,Vrouw,Overig,2,630
Man,Marokkaans,1,Vrouw,Overig,3,230
Man,Marokkaans,1,Vrouw,Surinaams,1,110
Man,Marokkaans,1,Vrouw,Surinaams,2,90
Man,Marokkaans,1,Vrouw,Surinaams,3,30
Man,Marokkaans,1,Vrouw,Turks,1,120
Man,Marokkaans,1,Vrouw,Turks,2,50
Man,Marokkaans,1,Vrouw,Turks,3,10
Man,Marokkaans,2,Man,Autochtoon,1,4040
Man,Marokkaans,2,Man,Autochtoon,2,10
Man,Marokkaans,2,Man,Marokkaans,1,46100
Man,Marokkaans,2,Man,Marokkaans,2,21530
Man,Marokkaans,2,Man,Marokkaans,3,5250
Man,Marokkaans,2,Man,Overig,1,680
Man,Marokkaans,2,Man,Overig,2,180
Man,Marokkaans,2,Man,Overig,3,100
Man,Marokkaans,2,Man,Surinaams,1,10
Man,Marokkaans,2,Man,Surinaams,2,10
Man,Marokkaans,2,Man,Turks,1,50
Man,Marokkaans,2,Man,Turks,2,40
Man,Marokkaans,2,Vrouw,Autochtoon,1,4050
Man,Marokkaans,2,Vrouw,Autochtoon,2,100
Man,Marokkaans,2,Vrouw,Autochtoon,3,60
Man,Marokkaans,2,Vrouw,Marokkaans,1,51560
Man,Marokkaans,2,Vrouw,Marokkaans,2,22580
Man,Marokkaans,2,Vrouw,Marokkaans,3,8540
Man,Marokkaans,2,Vrouw,Overig,1,590
Man,Marokkaans,2,Vrouw,Overig,2,270
Man,Marokkaans,2,Vrouw,Overig,3,90
Man,Marokkaans,2,Vrouw,Surinaams,1,40
Man,Marokkaans,2,Vrouw,Turks,1,70
Man,Marokkaans,2,Vrouw,Turks,2,20
Man,Marokkaans,2,Vrouw,Turks,3,20
Man,Marokkaans,3,Man,Autochtoon,1,1310
Man,Marokkaans,3,Man,Marokkaans,1,10620
Man,Marokkaans,3,Man,Marokkaans,2,5250
Man,Marokkaans,3,Man,Marokkaans,3,1890
Man,Marokkaans,3,Man,Overig,1,200
Man,Marokkaans,3,Man,Overig,2,40
Man,Marokkaans,3,Man,Turks,1,10
Man,Marokkaans,3,Vrouw,Autochtoon,1,1250
Man,Marokkaans,3,Vrouw,Autochtoon,3,50
Man,Marokkaans,3,Vrouw,Marokkaans,1,10980
Man,Marokkaans,3,Vrouw,Marokkaans,2,5570
Man,Marokkaans,3,Vrouw,Marokkaans,3,2760
Man,Marokkaans,3,Vrouw,Overig,1,180
Man,Marokkaans,3,Vrouw,Overig,2,10
Man,Marokkaans,3,Vrouw,Overig,3,60
Man,Overig,1,Man,Autochtoon,1,4820
Man,Overig,1,Man,Autochtoon,2,2430
Man,Overig,1,Man,Autochtoon,3,7550
Man,Overig,1,Man,Marokkaans,1,1890
Man,Overig,1,Man,Marokkaans,2,680
Man,Overig,1,Man,Marokkaans,3,200
Man,Overig,1,Man,Overig,1,615510
Man,Overig,1,Man,Overig,2,12870
Man,Overig,1,Man,Overig,3,30370
Man,Overig,1,Man,Surinaams,1,1300
Man,Overig,1,Man,Surinaams,2,890
Man,Overig,1,Man,Surinaams,3,260
Man,Overig,1,Man,Turks,1,560
Man,Overig,1,Man,Turks,2,300
Man,Overig,1,Man,Turks,3,100
Man,Overig,1,Vrouw,Autochtoon,1,10250
Man,Overig,1,Vrouw,Autochtoon,2,3320
Man,Overig,1,Vrouw,Autochtoon,3,21620
Man,Overig,1,Vrouw,Marokkaans,1,1660
Man,Overig,1,Vrouw,Marokkaans,2,600
Man,Overig,1,Vrouw,Marokkaans,3,210
Man,Overig,1,Vrouw,Overig,1,44860
Man,Overig,1,Vrouw,Overig,2,22790
Man,Overig,1,Vrouw,Overig,3,65550
Man,Overig,1,Vrouw,Surinaams,1,1670
Man,Overig,1,Vrouw,Surinaams,2,1150
Man,Overig,1,Vrouw,Surinaams,3,400
Man,Overig,1,Vrouw,Turks,1,450
Man,Overig,1,Vrouw,Turks,2,190
Man,Overig,1,Vrouw,Turks,3,100
Man,Overig,2,Man,Autochtoon,1,3090
Man,Overig,2,Man,Autochtoon,2,1760
Man,Overig,2,Man,Autochtoon,3,2080
Man,Overig,2,Man,Marokkaans,1,620
Man,Overig,2,Man,Marokkaans,2,180
Man,Overig,2,Man,Marokkaans,3,40
Man,Overig,2,Man,Overig,1,12870
Man,Overig,2,Man,Overig,2,6520
Man,Overig,2,Man,Overig,3,3630
Man,Overig,2,Man,Surinaams,1,590
Man,Overig,2,Man,Surinaams,2,380
Man,Overig,2,Man,Surinaams,3,90
Man,Overig,2,Man,Turks,1,30
Man,Overig,2,Man,Turks,2,10
Man,Overig,2,Vrouw,Autochtoon,1,3820
Man,Overig,2,Vrouw,Autochtoon,2,6210
Man,Overig,2,Vrouw,Autochtoon,3,5350
Man,Overig,2,Vrouw,Marokkaans,1,440
Man,Overig,2,Vrouw,Marokkaans,2,200
Man,Overig,2,Vrouw,Marokkaans,3,50
Man,Overig,2,Vrouw,Overig,1,15060
Man,Overig,2,Vrouw,Overig,2,29230
Man,Overig,2,Vrouw,Overig,3,21340
Man,Overig,2,Vrouw,Surinaams,1,520
Man,Overig,2,Vrouw,Surinaams,2,740
Man,Overig,2,Vrouw,Surinaams,3,230
Man,Overig,2,Vrouw,Turks,1,80
Man,Overig,2,Vrouw,Turks,2,30
Man,Overig,2,Vrouw,Turks,3,10
Man,Overig,3,Man,Autochtoon,1,4120
Man,Overig,3,Man,Autochtoon,2,1790
Man,Overig,3,Man,Autochtoon,3,3710
Man,Overig,3,Man,Marokkaans,1,220
Man,Overig,3,Man,Marokkaans,2,100
Man,Overig,3,Man,Overig,1,30370
Man,Overig,3,Man,Overig,2,3630
Man,Overig,3,Man,Overig,3,4930
Man,Overig,3,Man,Surinaams,1,180
Man,Overig,3,Man,Surinaams,2,70
Man,Overig,3,Man,Turks,1,20
Man,Overig,3,Vrouw,Autochtoon,1,3980
Man,Overig,3,Vrouw,Autochtoon,2,2960
Man,Overig,3,Vrouw,Autochtoon,3,12440
Man,Overig,3,Vrouw,Marokkaans,1,120
Man,Overig,3,Vrouw,Marokkaans,2,70
Man,Overig,3,Vrouw,Marokkaans,3,60
Man,Overig,3,Vrouw,Overig,1,17100
Man,Overig,3,Vrouw,Overig,2,123420
Man,Overig,3,Vrouw,Overig,3,96650
Man,Overig,3,Vrouw,Surinaams,1,180
Man,Overig,3,Vrouw,Surinaams,2,100
Man,Overig,3,Vrouw,Surinaams,3,180
Man,Overig,3,Vrouw,Turks,3,10
Man,Surinaams,1,Man,Autochtoon,1,3770
Man,Surinaams,1,Man,Autochtoon,2,430
Man,Surinaams,1,Man,Autochtoon,3,220
Man,Surinaams,1,Man,Marokkaans,1,110
Man,Surinaams,1,Man,Marokkaans,2,10
Man,Surinaams,1,Man,Overig,1,1300
Man,Surinaams,1,Man,Overig,2,590
Man,Surinaams,1,Man,Overig,3,180
Man,Surinaams,1,Man,Surinaams,1,24890
Man,Surinaams,1,Man,Surinaams,2,15650
Man,Surinaams,1,Man,Surinaams,3,3690
Man,Surinaams,1,Vrouw,Autochtoon,1,3500
Man,Surinaams,1,Vrouw,Autochtoon,2,580
Man,Surinaams,1,Vrouw,Autochtoon,3,450
Man,Surinaams,1,Vrouw,Marokkaans,1,90
Man,Surinaams,1,Vrouw,Marokkaans,2,40
Man,Surinaams,1,Vrouw,Overig,1,1270
Man,Surinaams,1,Vrouw,Overig,2,580
Man,Surinaams,1,Vrouw,Overig,3,240
Man,Surinaams,1,Vrouw,Surinaams,1,26100
Man,Surinaams,1,Vrouw,Surinaams,2,21810
Man,Surinaams,1,Vrouw,Surinaams,3,7290
Man,Surinaams,2,Man,Autochtoon,1,2880
Man,Surinaams,2,Man,Autochtoon,2,240
Man,Surinaams,2,Man,Autochtoon,3,120
Man,Surinaams,2,Man,Marokkaans,1,140
Man,Surinaams,2,Man,Marokkaans,2,10
Man,Surinaams,2,Man,Overig,1,890
Man,Surinaams,2,Man,Overig,2,380
Man,Surinaams,2,Man,Overig,3,70
Man,Surinaams,2,Man,Surinaams,1,15650
Man,Surinaams,2,Man,Surinaams,2,13270
Man,Surinaams,2,Man,Surinaams,3,3620
Man,Surinaams,2,Vrouw,Autochtoon,1,3310
Man,Surinaams,2,Vrouw,Autochtoon,2,960
Man,Surinaams,2,Vrouw,Autochtoon,3,370
Man,Surinaams,2,Vrouw,Marokkaans,1,80
Man,Surinaams,2,Vrouw,Marokkaans,2,30
Man,Surinaams,2,Vrouw,Overig,1,630
Man,Surinaams,2,Vrouw,Overig,2,610
Man,Surinaams,2,Vrouw,Overig,3,210
Man,Surinaams,2,Vrouw,Surinaams,1,14570
Man,Surinaams,2,Vrouw,Surinaams,2,16760
Man,Surinaams,2,Vrouw,Surinaams,3,6780
Man,Surinaams,2,Vrouw,Turks,1,10
Man,Surinaams,3,Man,Autochtoon,1,870
Man,Surinaams,3,Man,Autochtoon,2,100
Man,Surinaams,3,Man,Autochtoon,3,60
Man,Surinaams,3,Man,Overig,1,260
Man,Surinaams,3,Man,Overig,2,90
Man,Surinaams,3,Man,Surinaams,1,3690
Man,Surinaams,3,Man,Surinaams,2,3620
Man,Surinaams,3,Man,Surinaams,3,1790
Man,Surinaams,3,Vrouw,Autochtoon,1,750
Man,Surinaams,3,Vrouw,Autochtoon,2,330
Man,Surinaams,3,Vrouw,Autochtoon,3,420
Man,Surinaams,3,Vrouw,Overig,1,210
Man,Surinaams,3,Vrouw,Overig,2,110
Man,Surinaams,3,Vrouw,Overig,3,150
Man,Surinaams,3,Vrouw,Surinaams,1,3270
Man,Surinaams,3,Vrouw,Surinaams,2,4130
Man,Surinaams,3,Vrouw,Surinaams,3,3570
Man,Turks,1,Man,Autochtoon,1,2530
Man,Turks,1,Man,Autochtoon,2,10
Man,Turks,1,Man,Autochtoon,3,220
Man,Turks,1,Man,Marokkaans,1,330
Man,Turks,1,Man,Marokkaans,2,50
Man,Turks,1,Man,Marokkaans,3,10
Man,Turks,1,Man,Overig,1,560
Man,Turks,1,Man,Overig,2,30
Man,Turks,1,Man,Overig,3,20
Man,Turks,1,Man,Turks,1,35360
Man,Turks,1,Man,Turks,2,16300
Man,Turks,1,Man,Turks,3,3080
Man,Turks,1,Vrouw,Autochtoon,1,2760
Man,Turks,1,Vrouw,Autochtoon,2,30
Man,Turks,1,Vrouw,Autochtoon,3,90
Man,Turks,1,Vrouw,Marokkaans,1,200
Man,Turks,1,Vrouw,Marokkaans,2,40
Man,Turks,1,Vrouw,Overig,1,560
Man,Turks,1,Vrouw,Overig,2,60
Man,Turks,1,Vrouw,Overig,3,30
Man,Turks,1,Vrouw,Surinaams,2,10
Man,Turks,1,Vrouw,Turks,1,77060
Man,Turks,1,Vrouw,Turks,2,17550
Man,Turks,1,Vrouw,Turks,3,4880
Man,Turks,2,Man,Autochtoon,1,1510
Man,Turks,2,Man,Marokkaans,1,70
Man,Turks,2,Man,Marokkaans,2,40
Man,Turks,2,Man,Overig,1,300
Man,Turks,2,Man,Overig,2,10
Man,Turks,2,Man,Turks,1,16300
Man,Turks,2,Man,Turks,2,7790
Man,Turks,2,Man,Turks,3,1990
Man,Turks,2,Vrouw,Autochtoon,1,1230
Man,Turks,2,Vrouw,Autochtoon,3,10
Man,Turks,2,Vrouw,Marokkaans,1,60
Man,Turks,2,Vrouw,Marokkaans,2,30
Man,Turks,2,Vrouw,Overig,1,290
Man,Turks,2,Vrouw,Overig,2,20
Man,Turks,2,Vrouw,Overig,3,10
Man,Turks,2,Vrouw,Turks,1,18000
Man,Turks,2,Vrouw,Turks,2,11280
Man,Turks,2,Vrouw,Turks,3,2120
Man,Turks,3,Man,Autochtoon,1,500
Man,Turks,3,Man,Overig,1,100
Man,Turks,3,Man,Turks,1,3080
Man,Turks,3,Man,Turks,2,1990
Man,Turks,3,Man,Turks,3,890
Man,Turks,3,Vrouw,Autochtoon,1,480
Man,Turks,3,Vrouw,Autochtoon,3,60
Man,Turks,3,Vrouw,Overig,1,80
Man,Turks,3,Vrouw,Overig,3,40
Man,Turks,3,Vrouw,Turks,1,3620
Man,Turks,3,Vrouw,Turks,2,2320
Man,Turks,3,Vrouw,Turks,3,1320
Vrouw,Autochtoon,1,Man,Autochtoon,1,93920
Vrouw,Autochtoon,1,Man,Autochtoon,2,84040
Vrouw,Autochtoon,1,Man,Autochtoon,3,37790
Vrouw,Autochtoon,1,Man,Marokkaans,1,7640
Vrouw,Autochtoon,1,Man,Marokkaans,2,4050
Vrouw,Autochtoon,1,Man,Marokkaans,3,1250
Vrouw,Autochtoon,1,Man,Overig,1,10250
Vrouw,Autochtoon,1,Man,Overig,2,3820
Vrouw,Autochtoon,1,Man,Overig,3,3980
Vrouw,Autochtoon,1,Man,Surinaams,1,3500
Vrouw,Autochtoon,1,Man,Surinaams,2,3310
Vrouw,Autochtoon,1,Man,Surinaams,3,750
Vrouw,Autochtoon,1,Man,Turks,1,2760
Vrouw,Autochtoon,1,Man,Turks,2,1230
Vrouw,Autochtoon,1,Man,Turks,3,480
Vrouw,Autochtoon,1,Vrouw,Autochtoon,1,46680
Vrouw,Autochtoon,1,Vrouw,Autochtoon,2,25840
Vrouw,Autochtoon,1,Vrouw,Autochtoon,3,30040
Vrouw,Autochtoon,1,Vrouw,Marokkaans,1,7370
Vrouw,Autochtoon,1,Vrouw,Marokkaans,2,4010
Vrouw,Autochtoon,1,Vrouw,Marokkaans,3,1850
Vrouw,Autochtoon,1,Vrouw,Overig,1,4460
Vrouw,Autochtoon,1,Vrouw,Overig,2,3270
Vrouw,Autochtoon,1,Vrouw,Overig,3,5190
Vrouw,Autochtoon,1,Vrouw,Surinaams,1,3770
Vrouw,Autochtoon,1,Vrouw,Surinaams,2,4420
Vrouw,Autochtoon,1,Vrouw,Surinaams,3,1410
Vrouw,Autochtoon,1,Vrouw,Turks,1,2300
Vrouw,Autochtoon,1,Vrouw,Turks,2,1500
Vrouw,Autochtoon,1,Vrouw,Turks,3,610
Vrouw,Autochtoon,2,Man,Autochtoon,1,35080
Vrouw,Autochtoon,2,Man,Autochtoon,2,54290
Vrouw,Autochtoon,2,Man,Autochtoon,3,33690
Vrouw,Autochtoon,2,Man,Marokkaans,1,260
Vrouw,Autochtoon,2,Man,Marokkaans,2,100
Vrouw,Autochtoon,2,Man,Overig,1,3320
Vrouw,Autochtoon,2,Man,Overig,2,6210
Vrouw,Autochtoon,2,Man,Overig,3,2960
Vrouw,Autochtoon,2,Man,Surinaams,1,580
Vrouw,Autochtoon,2,Man,Surinaams,2,960
Vrouw,Autochtoon,2,Man,Surinaams,3,330
Vrouw,Autochtoon,2,Man,Turks,1,30
Vrouw,Autochtoon,2,Vrouw,Autochtoon,1,25840
Vrouw,Autochtoon,2,Vrouw,Autochtoon,2,19710
Vrouw,Autochtoon,2,Vrouw,Autochtoon,3,20700
Vrouw,Autochtoon,2,Vrouw,Marokkaans,1,200
Vrouw,Autochtoon,2,Vrouw,Marokkaans,2,30
Vrouw,Autochtoon,2,Vrouw,Overig,1,2490
Vrouw,Autochtoon,2,Vrouw,Overig,2,1690
Vrouw,Autochtoon,2,Vrouw,Overig,3,2220
Vrouw,Autochtoon,2,Vrouw,Surinaams,1,510
Vrouw,Autochtoon,2,Vrouw,Surinaams,2,610
Vrouw,Autochtoon,2,Vrouw,Surinaams,3,160
Vrouw,Autochtoon,2,Vrouw,Turks,1,50
Vrouw,Autochtoon,3,Man,Autochtoon,1,33480
Vrouw,Autochtoon,3,Man,Autochtoon,2,32130
Vrouw,Autochtoon,3,Man,Autochtoon,3,93110
Vrouw,Autochtoon,3,Man,Marokkaans,1,100
Vrouw,Autochtoon,3,Man,Marokkaans,2,60
Vrouw,Autochtoon,3,Man,Marokkaans,3,50
Vrouw,Autochtoon,3,Man,Overig,1,21620
Vrouw,Autochtoon,3,Man,Overig,2,5350
Vrouw,Autochtoon,3,Man,Overig,3,12440
Vrouw,Autochtoon,3,Man,Surinaams,1,450
Vrouw,Autochtoon,3,Man,Surinaams,2,370
Vrouw,Autochtoon,3,Man,Surinaams,3,420
Vrouw,Autochtoon,3,Man,Turks,1,90
Vrouw,Autochtoon,3,Man,Turks,2,10
Vrouw,Autochtoon,3,Man,Turks,3,60
Vrouw,Autochtoon,3,Vrouw,Autochtoon,1,30040
Vrouw,Autochtoon,3,Vrouw,Autochtoon,2,20700
Vrouw,Autochtoon,3,Vrouw,Autochtoon,3,65660
Vrouw,Autochtoon,3,Vrouw,Marokkaans,1,100
Vrouw,Autochtoon,3,Vrouw,Overig,1,4410
Vrouw,Autochtoon,3,Vrouw,Overig,2,2370
Vrouw,Autochtoon,3,Vrouw,Overig,3,5000
Vrouw,Autochtoon,3,Vrouw,Surinaams,1,310
Vrouw,Autochtoon,3,Vrouw,Surinaams,2,240
Vrouw,Autochtoon,3,Vrouw,Surinaams,3,250
Vrouw,Autochtoon,3,Vrouw,Turks,1,100
Vrouw,Autochtoon,3,Vrouw,Turks,3,20
Vrouw,Marokkaans,1,Man,Autochtoon,1,8280
Vrouw,Marokkaans,1,Man,Autochtoon,2,60
Vrouw,Marokkaans,1,Man,Autochtoon,3,50
Vrouw,Marokkaans,1,Man,Marokkaans,1,150760
Vrouw,Marokkaans,1,Man,Marokkaans,2,51560
Vrouw,Marokkaans,1,Man,Marokkaans,3,10980
Vrouw,Marokkaans,1,Man,Overig,1,1660
Vrouw,Marokkaans,1,Man,Overig,2,440
Vrouw,Marokkaans,1,Man,Overig,3,120
Vrouw,Marokkaans,1,Man,Surinaams,1,90
Vrouw,Marokkaans,1,Man,Surinaams,2,80
Vrouw,Marokkaans,1,Man,Turks,1,200
Vrouw,Marokkaans,1,Man,Turks,2,60
Vrouw,Marokkaans,1,Vrouw,Autochtoon,1,7370
Vrouw,Marokkaans,1,Vrouw,Autochtoon,2,200
Vrouw,Marokkaans,1,Vrouw,Autochtoon,3,100
Vrouw,Marokkaans,1,Vrouw,Marokkaans,1,95510
Vrouw,Marokkaans,1,Vrouw,Marokkaans,2,41460
Vrouw,Marokkaans,1,Vrouw,Marokkaans,3,13700
Vrouw,Marokkaans,1,Vrouw,Overig,1,1550
Vrouw,Marokkaans,1,Vrouw,Overig,2,320
Vrouw,Marokkaans,1,Vrouw,Overig,3,130
Vrouw,Marokkaans,1,Vrouw,Surinaams,1,70
Vrouw,Marokkaans,1,Vrouw,Surinaams,2,70
Vrouw,Marokkaans,1,Vrouw,Surinaams,3,20
Vrouw,Marokkaans,1,Vrouw,Turks,1,90
Vrouw,Marokkaans,1,Vrouw,Turks,2,40
Vrouw,Marokkaans,1,Vrouw,Turks,3,20
Vrouw,Marokkaans,2,Man,Autochtoon,1,4290
Vrouw,Marokkaans,2,Man,Autochtoon,2,30
Vrouw,Marokkaans,2,Man,Marokkaans,1,50500
Vrouw,Marokkaans,2,Man,Marokkaans,2,22580
Vrouw,Marokkaans,2,Man,Marokkaans,3,5570
Vrouw,Marokkaans,2,Man,Overig,1,600
Vrouw,Marokkaans,2,Man,Overig,2,200
Vrouw,Marokkaans,2,Man,Overig,3,70
Vrouw,Marokkaans,2,Man,Surinaams,1,40
Vrouw,Marokkaans,2,Man,Surinaams,2,30
Vrouw,Marokkaans,2,Man,Turks,1,40
Vrouw,Marokkaans,2,Man,Turks,2,30
Vrouw,Marokkaans,2,Vrouw,Autochtoon,1,4010
Vrouw,Marokkaans,2,Vrouw,Autochtoon,2,30
Vrouw,Marokkaans,2,Vrouw,Marokkaans,1,41460
Vrouw,Marokkaans,2,Vrouw,Marokkaans,2,21000
Vrouw,Marokkaans,2,Vrouw,Marokkaans,3,6570
Vrouw,Marokkaans,2,Vrouw,Overig,1,400
Vrouw,Marokkaans,2,Vrouw,Overig,2,140
Vrouw,Marokkaans,2,Vrouw,Overig,3,70
Vrouw,Marokkaans,2,Vrouw,Surinaams,1,50
Vrouw,Marokkaans,2,Vrouw,Surinaams,2,10
Vrouw,Marokkaans,2,Vrouw,Turks,1,60
Vrouw,Marokkaans,2,Vrouw,Turks,2,20
Vrouw,Marokkaans,3,Man,Autochtoon,1,1970
Vrouw,Marokkaans,3,Man,Autochtoon,2,20
Vrouw,Marokkaans,3,Man,Autochtoon,3,50
Vrouw,Marokkaans,3,Man,Marokkaans,1,15240
Vrouw,Marokkaans,3,Man,Marokkaans,2,8540
Vrouw,Marokkaans,3,Man,Marokkaans,3,2760
Vrouw,Marokkaans,3,Man,Overig,1,210
Vrouw,Marokkaans,3,Man,Overig,2,50
Vrouw,Marokkaans,3,Man,Overig,3,60
Vrouw,Marokkaans,3,Vrouw,Autochtoon,1,1850
Vrouw,Marokkaans,3,Vrouw,Marokkaans,1,13700
Vrouw,Marokkaans,3,Vrouw,Marokkaans,2,6570
Vrouw,Marokkaans,3,Vrouw,Marokkaans,3,3530
Vrouw,Marokkaans,3,Vrouw,Overig,1,160
Vrouw,Marokkaans,3,Vrouw,Overig,2,40
Vrouw,Marokkaans,3,Vrouw,Overig,3,10
Vrouw,Marokkaans,3,Vrouw,Turks,1,10
Vrouw,Overig,1,Man,Autochtoon,1,5460
Vrouw,Overig,1,Man,Autochtoon,2,4420
Vrouw,Overig,1,Man,Autochtoon,3,5820
Vrouw,Overig,1,Man,Marokkaans,1,1640
Vrouw,Overig,1,Man,Marokkaans,2,590
Vrouw,Overig,1,Man,Marokkaans,3,180
Vrouw,Overig,1,Man,Overig,1,44860
Vrouw,Overig,1,Man,Overig,2,15060
Vrouw,Overig,1,Man,Overig,3,17100
Vrouw,Overig,1,Man,Surinaams,1,1270
Vrouw,Overig,1,Man,Surinaams,2,630
Vrouw,Overig,1,Man,Surinaams,3,210
Vrouw,Overig,1,Man,Turks,1,560
Vrouw,Overig,1,Man,Turks,2,290
Vrouw,Overig,1,Man,Turks,3,80
Vrouw,Overig,1,Vrouw,Autochtoon,1,4460
Vrouw,Overig,1,Vrouw,Autochtoon,2,2490
Vrouw,Overig,1,Vrouw,Autochtoon,3,4410
Vrouw,Overig,1,Vrouw,Marokkaans,1,1550
Vrouw,Overig,1,Vrouw,Marokkaans,2,400
Vrouw,Overig,1,Vrouw,Marokkaans,3,160
Vrouw,Overig,1,Vrouw,Overig,1,35330
Vrouw,Overig,1,Vrouw,Overig,2,15350
Vrouw,Overig,1,Vrouw,Overig,3,27790
Vrouw,Overig,1,Vrouw,Surinaams,1,880
Vrouw,Overig,1,Vrouw,Surinaams,2,800
