geslacht_src,lft_src,oplniv_src,geslacht_dst,lft_dst,oplniv_dst,n
Man,"[40,50)",1,Vrouw,"[20,30)",3,8730
Man,"[40,50)",1,Vrouw,"[30,40)",1,6600
Man,"[40,50)",1,Vrouw,"[30,40)",2,7150
Man,"[40,50)",1,Vrouw,"[30,40)",3,10670
Man,"[40,50)",1,Vrouw,"[40,50)",1,8130
Man,"[40,50)",1,Vrouw,"[40,50)",2,10730
Man,"[40,50)",1,Vrouw,"[40,50)",3,6300
Man,"[40,50)",1,Vrouw,"[50,60)",1,11880
Man,"[40,50)",1,Vrouw,"[50,60)",2,8150
Man,"[40,50)",1,Vrouw,"[50,60)",3,6010
Man,"[40,50)",1,Vrouw,"[60,70)",1,4320
Man,"[40,50)",1,Vrouw,"[60,70)",2,3050
Man,"[40,50)",1,Vrouw,"[60,70)",3,1970
Man,"[40,50)",1,Vrouw,"[70,80)",2,30
Man,"[40,50)",2,Man,"[0,20)",1,4600
Man,"[40,50)",2,Man,"[0,20)",2,1760
Man,"[40,50)",2,Man,"[20,30)",1,5550
Man,"[40,50)",2,Man,"[20,30)",2,26410
Man,"[40,50)",2,Man,"[20,30)",3,19640
Man,"[40,50)",2,Man,"[30,40)",1,9590
Man,"[40,50)",2,Man,"[30,40)",2,41080
Man,"[40,50)",2,Man,"[30,40)",3,73100
Man,"[40,50)",2,Man,"[40,50)",1,14870
Man,"[40,50)",2,Man,"[40,50)",2,25440
Man,"[40,50)",2,Man,"[40,50)",3,23040
Man,"[40,50)",2,Man,"[50,60)",1,18340
Man,"[40,50)",2,Man,"[50,60)",2,27530
Man,"[40,50)",2,Man,"[50,60)",3,20230
Man,"[40,50)",2,Man,"[60,70)",1,9470
Man,"[40,50)",2,Man,"[60,70)",2,12480
Man,"[40,50)",2,Man,"[60,70)",3,8220
Man,"[40,50)",2,Man,"[70,80)",1,150
Man,"[40,50)",2,Man,"[70,80)",2,90
Man,"[40,50)",2,Man,"[70,80)",3,100
Man,"[40,50)",2,Vrouw,"[0,20)",1,4090
Man,"[40,50)",2,Vrouw,"[0,20)",2,2160
Man,"[40,50)",2,Vrouw,"[20,30)",1,2540
Man,"[40,50)",2,Vrouw,"[20,30)",2,22640
Man,"[40,50)",2,Vrouw,"[20,30)",3,28600
Man,"[40,50)",2,Vrouw,"[30,40)",1,4630
Man,"[40,50)",2,Vrouw,"[30,40)",2,12220
Man,"[40,50)",2,Vrouw,"[30,40)",3,36170
Man,"[40,50)",2,Vrouw,"[40,50)",1,8620
Man,"[40,50)",2,Vrouw,"[40,50)",2,19090
Man,"[40,50)",2,Vrouw,"[40,50)",3,22210
Man,"[40,50)",2,Vrouw,"[50,60)",1,8900
Man,"[40,50)",2,Vrouw,"[50,60)",2,18000
Man,"[40,50)",2,Vrouw,"[50,60)",3,17800
Man,"[40,50)",2,Vrouw,"[60,70)",1,4420
Man,"[40,50)",2,Vrouw,"[60,70)",2,4360
Man,"[40,50)",2,Vrouw,"[60,70)",3,5360
Man,"[40,50)",2,Vrouw,"[70,80)",3,20
Man,"[40,50)",3,Man,"[0,20)",1,3200
Man,"[40,50)",3,Man,"[0,20)",2,1610
Man,"[40,50)",3,Man,"[20,30)",1,3070
Man,"[40,50)",3,Man,"[20,30)",2,24590
Man,"[40,50)",3,Man,"[20,30)",3,61440
Man,"[40,50)",3,Man,"[30,40)",1,5520
Man,"[40,50)",3,Man,"[30,40)",2,22140
Man,"[40,50)",3,Man,"[30,40)",3,150480
Man,"[40,50)",3,Man,"[40,50)",1,7430
Man,"[40,50)",3,Man,"[40,50)",2,20930
Man,"[40,50)",3,Man,"[40,50)",3,72810
Man,"[40,50)",3,Man,"[50,60)",1,10730
Man,"[40,50)",3,Man,"[50,60)",2,22300
Man,"[40,50)",3,Man,"[50,60)",3,48300
Man,"[40,50)",3,Man,"[60,70)",1,4890
Man,"[40,50)",3,Man,"[60,70)",2,9510
Man,"[40,50)",3,Man,"[60,70)",3,19980
Man,"[40,50)",3,Man,"[70,80)",1,10
Man,"[40,50)",3,Man,"[70,80)",2,90
Man,"[40,50)",3,Man,"[70,80)",3,220
Man,"[40,50)",3,Vrouw,"[0,20)",1,3070
Man,"[40,50)",3,Vrouw,"[0,20)",2,1750
Man,"[40,50)",3,Vrouw,"[20,30)",1,2630
Man,"[40,50)",3,Vrouw,"[20,30)",2,26650
Man,"[40,50)",3,Vrouw,"[20,30)",3,79600
Man,"[40,50)",3,Vrouw,"[30,40)",1,3050
Man,"[40,50)",3,Vrouw,"[30,40)",2,23470
Man,"[40,50)",3,Vrouw,"[30,40)",3,108160
Man,"[40,50)",3,Vrouw,"[40,50)",1,4800
Man,"[40,50)",3,Vrouw,"[40,50)",2,20360
Man,"[40,50)",3,Vrouw,"[40,50)",3,62220
Man,"[40,50)",3,Vrouw,"[50,60)",1,5760
Man,"[40,50)",3,Vrouw,"[50,60)",2,25490
Man,"[40,50)",3,Vrouw,"[50,60)",3,42420
Man,"[40,50)",3,Vrouw,"[60,70)",1,2770
Man,"[40,50)",3,Vrouw,"[60,70)",2,6670
Man,"[40,50)",3,Vrouw,"[60,70)",3,17720
Man,"[40,50)",3,Vrouw,"[70,80)",2,20
Man,"[40,50)",3,Vrouw,"[70,80)",3,70
Man,"[50,60)",1,Man,"[0,20)",1,4090
Man,"[50,60)",1,Man,"[0,20)",2,950
Man,"[50,60)",1,Man,"[20,30)",1,5350
Man,"[50,60)",1,Man,"[20,30)",2,14290
Man,"[50,60)",1,Man,"[20,30)",3,7040
Man,"[50,60)",1,Man,"[30,40)",1,12220
Man,"[50,60)",1,Man,"[30,40)",2,16810
Man,"[50,60)",1,Man,"[30,40)",3,13030
Man,"[50,60)",1,Man,"[40,50)",1,27000
Man,"[50,60)",1,Man,"[40,50)",2,19320
Man,"[50,60)",1,Man,"[40,50)",3,10290
Man,"[50,60)",1,Man,"[50,60)",1,33110
Man,"[50,60)",1,Man,"[50,60)",2,23750
Man,"[50,60)",1,Man,"[50,60)",3,12340
Man,"[50,60)",1,Man,"[60,70)",1,12450
Man,"[50,60)",1,Man,"[60,70)",2,9480
Man,"[50,60)",1,Man,"[60,70)",3,4540
Man,"[50,60)",1,Man,"[70,80)",1,320
Man,"[50,60)",1,Man,"[70,80)",2,70
Man,"[50,60)",1,Man,"[70,80)",3,40
Man,"[50,60)",1,Vrouw,"[0,20)",1,2700
Man,"[50,60)",1,Vrouw,"[0,20)",2,1090
Man,"[50,60)",1,Vrouw,"[20,30)",1,1980
Man,"[50,60)",1,Vrouw,"[20,30)",2,12460
Man,"[50,60)",1,Vrouw,"[20,30)",3,9520
Man,"[50,60)",1,Vrouw,"[30,40)",1,6200
Man,"[50,60)",1,Vrouw,"[30,40)",2,7480
Man,"[50,60)",1,Vrouw,"[30,40)",3,13270
Man,"[50,60)",1,Vrouw,"[40,50)",1,10780
Man,"[50,60)",1,Vrouw,"[40,50)",2,12440
Man,"[50,60)",1,Vrouw,"[40,50)",3,10310
Man,"[50,60)",1,Vrouw,"[50,60)",1,15650
Man,"[50,60)",1,Vrouw,"[50,60)",2,12060
Man,"[50,60)",1,Vrouw,"[50,60)",3,9650
Man,"[50,60)",1,Vrouw,"[60,70)",1,8140
Man,"[50,60)",1,Vrouw,"[60,70)",2,3510
Man,"[50,60)",1,Vrouw,"[60,70)",3,3350
Man,"[50,60)",1,Vrouw,"[70,80)",2,20
Man,"[50,60)",1,Vrouw,"[70,80)",3,20
Man,"[50,60)",2,Man,"[0,20)",1,4830
Man,"[50,60)",2,Man,"[0,20)",2,1510
Man,"[50,60)",2,Man,"[20,30)",1,5600
Man,"[50,60)",2,Man,"[20,30)",2,26980
Man,"[50,60)",2,Man,"[20,30)",3,18770
Man,"[50,60)",2,Man,"[30,40)",1,9560
Man,"[50,60)",2,Man,"[30,40)",2,27270
Man,"[50,60)",2,Man,"[30,40)",3,37870
Man,"[50,60)",2,Man,"[40,50)",1,17320
Man,"[50,60)",2,Man,"[40,50)",2,27420
Man,"[50,60)",2,Man,"[40,50)",3,23930
Man,"[50,60)",2,Man,"[50,60)",1,25700
Man,"[50,60)",2,Man,"[50,60)",2,29060
Man,"[50,60)",2,Man,"[50,60)",3,23190
Man,"[50,60)",2,Man,"[60,70)",1,11050
Man,"[50,60)",2,Man,"[60,70)",2,13290
Man,"[50,60)",2,Man,"[60,70)",3,11760
Man,"[50,60)",2,Man,"[70,80)",1,170
Man,"[50,60)",2,Man,"[70,80)",2,200
Man,"[50,60)",2,Man,"[70,80)",3,150
Man,"[50,60)",2,Vrouw,"[0,20)",1,3760
Man,"[50,60)",2,Vrouw,"[0,20)",2,2150
Man,"[50,60)",2,Vrouw,"[20,30)",1,3480
Man,"[50,60)",2,Vrouw,"[20,30)",2,20290
