etngrp_src,geslacht_src,lft_src,etngrp_dst,geslacht_dst,lft_dst,n
Autochtoon,Man,"[0,20)",Surinaams,Man,"[50,60)",340
Autochtoon,Man,"[0,20)",Surinaams,Man,"[60,70)",60
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[0,20)",29140
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[20,30)",3290
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[30,40)",840
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[40,50)",560
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[50,60)",840
Autochtoon,Man,"[0,20)",Surinaams,Vrouw,"[60,70)",150
Autochtoon,Man,"[0,20)",Turks,Man,"[0,20)",24760
Autochtoon,Man,"[0,20)",Turks,Man,"[20,30)",2430
Autochtoon,Man,"[0,20)",Turks,Man,"[30,40)",610
Autochtoon,Man,"[0,20)",Turks,Man,"[40,50)",220
Autochtoon,Man,"[0,20)",Turks,Man,"[50,60)",40
Autochtoon,Man,"[0,20)",Turks,Vrouw,"[0,20)",21040
Autochtoon,Man,"[0,20)",Turks,Vrouw,"[20,30)",2000
Autochtoon,Man,"[0,20)",Turks,Vrouw,"[30,40)",470
Autochtoon,Man,"[0,20)",Turks,Vrouw,"[40,50)",330
Autochtoon,Man,"[0,20)",Turks,Vrouw,"[50,60)",10
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[0,20)",19620
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[20,30)",271400
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[30,40)",106120
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[40,50)",44140
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[50,60)",37040
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[60,70)",15830
Autochtoon,Man,"[20,30)",Autochtoon,Man,"[70,80)",820
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[0,20)",20460
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[20,30)",279370
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[30,40)",84040
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[40,50)",37240
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[50,60)",31810
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[60,70)",13190
Autochtoon,Man,"[20,30)",Autochtoon,Vrouw,"[70,80)",170
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[0,20)",6560
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[20,30)",17700
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[30,40)",6750
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[40,50)",4860
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[50,60)",2270
Autochtoon,Man,"[20,30)",Marokkaans,Man,"[60,70)",890
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[0,20)",6190
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[20,30)",17090
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[30,40)",5010
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[40,50)",2140
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[50,60)",550
Autochtoon,Man,"[20,30)",Marokkaans,Vrouw,"[60,70)",30
Autochtoon,Man,"[20,30)",Overig,Man,"[0,20)",12980
Autochtoon,Man,"[20,30)",Overig,Man,"[20,30)",109100
Autochtoon,Man,"[20,30)",Overig,Man,"[30,40)",74310
Autochtoon,Man,"[20,30)",Overig,Man,"[40,50)",20300
Autochtoon,Man,"[20,30)",Overig,Man,"[50,60)",15950
Autochtoon,Man,"[20,30)",Overig,Man,"[60,70)",5070
Autochtoon,Man,"[20,30)",Overig,Man,"[70,80)",90
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[0,20)",13510
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[20,30)",127670
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[30,40)",52570
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[40,50)",19550
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[50,60)",14200
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[60,70)",4880
Autochtoon,Man,"[20,30)",Overig,Vrouw,"[70,80)",240
Autochtoon,Man,"[20,30)",Surinaams,Man,"[0,20)",3900
Autochtoon,Man,"[20,30)",Surinaams,Man,"[20,30)",19450
Autochtoon,Man,"[20,30)",Surinaams,Man,"[30,40)",9260
Autochtoon,Man,"[20,30)",Surinaams,Man,"[40,50)",5160
Autochtoon,Man,"[20,30)",Surinaams,Man,"[50,60)",4700
Autochtoon,Man,"[20,30)",Surinaams,Man,"[60,70)",4510
Autochtoon,Man,"[20,30)",Surinaams,Man,"[70,80)",30
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[0,20)",3930
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[20,30)",17530
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[30,40)",7680
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[40,50)",5290
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[50,60)",5750
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[60,70)",2210
Autochtoon,Man,"[20,30)",Turks,Man,"[0,20)",2880
Autochtoon,Man,"[20,30)",Turks,Man,"[20,30)",12350
Autochtoon,Man,"[20,30)",Turks,Man,"[30,40)",4180
Autochtoon,Man,"[20,30)",Turks,Man,"[40,50)",2210
Autochtoon,Man,"[20,30)",Turks,Man,"[50,60)",1280
Autochtoon,Man,"[20,30)",Turks,Man,"[60,70)",330
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[0,20)",2100
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[20,30)",9000
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[30,40)",2930
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[40,50)",1300
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[50,60)",670
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[0,20)",4290
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[20,30)",105340
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[30,40)",117250
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[40,50)",62170
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[50,60)",55660
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[60,70)",24090
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[70,80)",790
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",4370
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",118910
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",103130
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[40,50)",56100
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[50,60)",47510
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[60,70)",20350
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[70,80)",70
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[0,20)",2660
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[20,30)",6680
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[30,40)",6450
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[40,50)",6920
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[50,60)",3430
Autochtoon,Man,"[30,40)",Marokkaans,Man,"[60,70)",1040
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[0,20)",2850
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[20,30)",7940
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[30,40)",6320
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[40,50)",2840
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[50,60)",1000
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[60,70)",50
Autochtoon,Man,"[30,40)",Overig,Man,"[0,20)",3060
Autochtoon,Man,"[30,40)",Overig,Man,"[20,30)",55360
Autochtoon,Man,"[30,40)",Overig,Man,"[30,40)",86510
Autochtoon,Man,"[30,40)",Overig,Man,"[40,50)",28130
Autochtoon,Man,"[30,40)",Overig,Man,"[50,60)",18620
Autochtoon,Man,"[30,40)",Overig,Man,"[60,70)",6010
Autochtoon,Man,"[30,40)",Overig,Man,"[70,80)",30
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[0,20)",2910
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[20,30)",60120
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[30,40)",62600
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[40,50)",27580
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[50,60)",17480
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[60,70)",6780
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[70,80)",20
Autochtoon,Man,"[30,40)",Surinaams,Man,"[0,20)",1010
Autochtoon,Man,"[30,40)",Surinaams,Man,"[20,30)",7110
Autochtoon,Man,"[30,40)",Surinaams,Man,"[30,40)",7390
Autochtoon,Man,"[30,40)",Surinaams,Man,"[40,50)",5740
Autochtoon,Man,"[30,40)",Surinaams,Man,"[50,60)",5550
Autochtoon,Man,"[30,40)",Surinaams,Man,"[60,70)",3050
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[0,20)",1310
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[20,30)",6810
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[30,40)",7820
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[40,50)",7210
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[50,60)",7100
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[60,70)",2580
Autochtoon,Man,"[30,40)",Turks,Man,"[0,20)",930
Autochtoon,Man,"[30,40)",Turks,Man,"[20,30)",4100
Autochtoon,Man,"[30,40)",Turks,Man,"[30,40)",4570
Autochtoon,Man,"[30,40)",Turks,Man,"[40,50)",2500
Autochtoon,Man,"[30,40)",Turks,Man,"[50,60)",1990
Autochtoon,Man,"[30,40)",Turks,Man,"[60,70)",310
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[0,20)",840
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[20,30)",3670
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[30,40)",3330
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[40,50)",2460
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[50,60)",850
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[60,70)",10
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[0,20)",2160
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[20,30)",46060
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[30,40)",65000
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[40,50)",48660
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[50,60)",51210
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[60,70)",25120
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[70,80)",440
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[0,20)",2450
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[20,30)",56710
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[30,40)",61850
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[40,50)",48750
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[50,60)",46340
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[60,70)",18990
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[70,80)",90
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[0,20)",1120
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[20,30)",4660
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[30,40)",5760
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[40,50)",8790
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[50,60)",3910
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[60,70)",1040
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[0,20)",1290
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[20,30)",5220
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[30,40)",5720
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[40,50)",3870
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[50,60)",1110
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[60,70)",80
Autochtoon,Man,"[40,50)",Overig,Man,"[0,20)",1900
Autochtoon,Man,"[40,50)",Overig,Man,"[20,30)",23820
Autochtoon,Man,"[40,50)",Overig,Man,"[30,40)",54840
Autochtoon,Man,"[40,50)",Overig,Man,"[40,50)",24390
Autochtoon,Man,"[40,50)",Overig,Man,"[50,60)",18990
Autochtoon,Man,"[40,50)",Overig,Man,"[60,70)",6420
Autochtoon,Man,"[40,50)",Overig,Man,"[70,80)",40
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[0,20)",1900
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[20,30)",36180
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[30,40)",39710
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[40,50)",21500
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[50,60)",15680
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[60,70)",5700
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[70,80)",10
Autochtoon,Man,"[40,50)",Surinaams,Man,"[0,20)",570
Autochtoon,Man,"[40,50)",Surinaams,Man,"[20,30)",4130
Autochtoon,Man,"[40,50)",Surinaams,Man,"[30,40)",5980
Autochtoon,Man,"[40,50)",Surinaams,Man,"[40,50)",5520
Autochtoon,Man,"[40,50)",Surinaams,Man,"[50,60)",5880
Autochtoon,Man,"[40,50)",Surinaams,Man,"[60,70)",3610
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[0,20)",780
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[20,30)",4330
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[30,40)",6290
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[40,50)",6930
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[50,60)",8620
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[60,70)",2550
Autochtoon,Man,"[40,50)",Turks,Man,"[0,20)",490
Autochtoon,Man,"[40,50)",Turks,Man,"[20,30)",3120
Autochtoon,Man,"[40,50)",Turks,Man,"[30,40)",3230
Autochtoon,Man,"[40,50)",Turks,Man,"[40,50)",2970
Autochtoon,Man,"[40,50)",Turks,Man,"[50,60)",2540
Autochtoon,Man,"[40,50)",Turks,Man,"[60,70)",240
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[0,20)",600
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[20,30)",2400
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[30,40)",2700
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[40,50)",1860
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[50,60)",1110
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[60,70)",10
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[0,20)",2260
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[20,30)",38570
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[30,40)",58120
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[40,50)",51840
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[50,60)",71870
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[60,70)",39080
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[70,80)",840
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[0,20)",2580
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[20,30)",50420
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[30,40)",60060
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[40,50)",56410
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[50,60)",63760
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[60,70)",28820
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[70,80)",140
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[0,20)",1190
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[20,30)",5530
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[30,40)",8380
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[40,50)",12230
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[50,60)",6810
Autochtoon,Man,"[50,60)",Marokkaans,Man,"[60,70)",1190
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[0,20)",1320
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[20,30)",5680
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[30,40)",7370
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[40,50)",5040
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[50,60)",1800
Autochtoon,Man,"[50,60)",Marokkaans,Vrouw,"[60,70)",160
Autochtoon,Man,"[50,60)",Overig,Man,"[0,20)",1600
Autochtoon,Man,"[50,60)",Overig,Man,"[20,30)",15930
Autochtoon,Man,"[50,60)",Overig,Man,"[30,40)",46200
Autochtoon,Man,"[50,60)",Overig,Man,"[40,50)",26390
Autochtoon,Man,"[50,60)",Overig,Man,"[50,60)",24300
Autochtoon,Man,"[50,60)",Overig,Man,"[60,70)",10660
Autochtoon,Man,"[50,60)",Overig,Man,"[70,80)",70
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[0,20)",2100
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[20,30)",20260
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[30,40)",30430
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[40,50)",23210
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[50,60)",21160
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[60,70)",7870
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[70,80)",30
Autochtoon,Man,"[50,60)",Surinaams,Man,"[0,20)",740
Autochtoon,Man,"[50,60)",Surinaams,Man,"[20,30)",5200
Autochtoon,Man,"[50,60)",Surinaams,Man,"[30,40)",7480
Autochtoon,Man,"[50,60)",Surinaams,Man,"[40,50)",6360
Autochtoon,Man,"[50,60)",Surinaams,Man,"[50,60)",9760
Autochtoon,Man,"[50,60)",Surinaams,Man,"[60,70)",5800
Autochtoon,Man,"[50,60)",Surinaams,Man,"[70,80)",20
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[0,20)",800
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[20,30)",5030
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[30,40)",8900
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[40,50)",9380
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[50,60)",11560
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[60,70)",4770
Autochtoon,Man,"[50,60)",Turks,Man,"[0,20)",610
Autochtoon,Man,"[50,60)",Turks,Man,"[20,30)",3120
Autochtoon,Man,"[50,60)",Turks,Man,"[30,40)",5260
Autochtoon,Man,"[50,60)",Turks,Man,"[40,50)",5270
Autochtoon,Man,"[50,60)",Turks,Man,"[50,60)",6540
Autochtoon,Man,"[50,60)",Turks,Man,"[60,70)",460
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[0,20)",530
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[20,30)",2730
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[30,40)",3390
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[40,50)",2520
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[50,60)",1480
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[60,70)",140
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[0,20)",880
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[20,30)",16550
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[30,40)",25280
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[40,50)",24600
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[50,60)",38920
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[60,70)",26690
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[70,80)",1390
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[0,20)",1030
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[20,30)",23650
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[30,40)",28720
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[40,50)",27740
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[50,60)",35170
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[60,70)",18680
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[70,80)",280
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[0,20)",680
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[20,30)",2850
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[30,40)",3740
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[40,50)",4680
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[50,60)",3140
Autochtoon,Man,"[60,70)",Marokkaans,Man,"[60,70)",650
Autochtoon,Man,"[60,70)",Marokkaans,Vrouw,"[0,20)",820
Autochtoon,Man,"[60,70)",Marokkaans,Vrouw,"[20,30)",4570
Autochtoon,Man,"[60,70)",Marokkaans,Vrouw,"[30,40)",5120
Autochtoon,Man,"[60,70)",Marokkaans,Vrouw,"[40,50)",2830
Autochtoon,Man,"[60,70)",Marokkaans,Vrouw,"[50,60)",740
Autochtoon,Man,"[60,70)",Overig,Man,"[0,20)",680
Autochtoon,Man,"[60,70)",Overig,Man,"[20,30)",8030
Autochtoon,Man,"[60,70)",Overig,Man,"[30,40)",10630
Autochtoon,Man,"[60,70)",Overig,Man,"[40,50)",13310
Autochtoon,Man,"[60,70)",Overig,Man,"[50,60)",13490
Autochtoon,Man,"[60,70)",Overig,Man,"[60,70)",5640
Autochtoon,Man,"[60,70)",Overig,Man,"[70,80)",200
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[0,20)",720
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[20,30)",17410
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[30,40)",10570
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[40,50)",13350
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[50,60)",12690
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[60,70)",5890
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[70,80)",40
Autochtoon,Man,"[60,70)",Surinaams,Man,"[0,20)",150
Autochtoon,Man,"[60,70)",Surinaams,Man,"[20,30)",2040
Autochtoon,Man,"[60,70)",Surinaams,Man,"[30,40)",3040
Autochtoon,Man,"[60,70)",Surinaams,Man,"[40,50)",3350
Autochtoon,Man,"[60,70)",Surinaams,Man,"[50,60)",4720
Autochtoon,Man,"[60,70)",Surinaams,Man,"[60,70)",3010
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[0,20)",170
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[20,30)",2320
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[30,40)",3680
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[40,50)",4350
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[50,60)",7090
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[60,70)",3170
Autochtoon,Man,"[60,70)",Turks,Man,"[0,20)",370
Autochtoon,Man,"[60,70)",Turks,Man,"[20,30)",1790
Autochtoon,Man,"[60,70)",Turks,Man,"[30,40)",1940
Autochtoon,Man,"[60,70)",Turks,Man,"[40,50)",5050
Autochtoon,Man,"[60,70)",Turks,Man,"[50,60)",1650
Autochtoon,Man,"[60,70)",Turks,Man,"[60,70)",170
Autochtoon,Man,"[60,70)",Turks,Vrouw,"[0,20)",360
Autochtoon,Man,"[60,70)",Turks,Vrouw,"[20,30)",1400
Autochtoon,Man,"[60,70)",Turks,Vrouw,"[30,40)",1430
Autochtoon,Man,"[60,70)",Turks,Vrouw,"[40,50)",1370
