etngrp_src,lft_src,oplniv_src,etngrp_dst,lft_dst,oplniv_dst,n
Autochtoon,"[20,30)",2,Autochtoon,"[60,70)",2,7240
Autochtoon,"[20,30)",2,Autochtoon,"[60,70)",3,9410
Autochtoon,"[20,30)",2,Autochtoon,"[70,80)",1,110
Autochtoon,"[20,30)",2,Autochtoon,"[70,80)",2,280
Autochtoon,"[20,30)",2,Autochtoon,"[70,80)",3,610
Autochtoon,"[20,30)",2,Marokkaans,"[0,20)",1,9570
Autochtoon,"[20,30)",2,Marokkaans,"[0,20)",2,7480
Autochtoon,"[20,30)",2,Marokkaans,"[0,20)",3,20
Autochtoon,"[20,30)",2,Marokkaans,"[20,30)",1,2650
Autochtoon,"[20,30)",2,Marokkaans,"[20,30)",2,39290
Autochtoon,"[20,30)",2,Marokkaans,"[20,30)",3,3550
Autochtoon,"[20,30)",2,Marokkaans,"[30,40)",1,1630
Autochtoon,"[20,30)",2,Marokkaans,"[30,40)",2,5720
Autochtoon,"[20,30)",2,Marokkaans,"[30,40)",3,2820
Autochtoon,"[20,30)",2,Marokkaans,"[40,50)",1,2180
Autochtoon,"[20,30)",2,Marokkaans,"[40,50)",2,2880
Autochtoon,"[20,30)",2,Marokkaans,"[40,50)",3,1180
Autochtoon,"[20,30)",2,Marokkaans,"[50,60)",1,1350
Autochtoon,"[20,30)",2,Marokkaans,"[50,60)",2,1320
Autochtoon,"[20,30)",2,Marokkaans,"[50,60)",3,250
Autochtoon,"[20,30)",2,Marokkaans,"[60,70)",1,550
Autochtoon,"[20,30)",2,Marokkaans,"[60,70)",2,150
Autochtoon,"[20,30)",2,Marokkaans,"[60,70)",3,30
Autochtoon,"[20,30)",2,Overig,"[0,20)",1,14860
Autochtoon,"[20,30)",2,Overig,"[0,20)",2,25220
Autochtoon,"[20,30)",2,Overig,"[0,20)",3,250
Autochtoon,"[20,30)",2,Overig,"[20,30)",1,6800
Autochtoon,"[20,30)",2,Overig,"[20,30)",2,221630
Autochtoon,"[20,30)",2,Overig,"[20,30)",3,47550
Autochtoon,"[20,30)",2,Overig,"[30,40)",1,13260
Autochtoon,"[20,30)",2,Overig,"[30,40)",2,20450
Autochtoon,"[20,30)",2,Overig,"[30,40)",3,30020
Autochtoon,"[20,30)",2,Overig,"[40,50)",1,5150
Autochtoon,"[20,30)",2,Overig,"[40,50)",2,10460
Autochtoon,"[20,30)",2,Overig,"[40,50)",3,11800
Autochtoon,"[20,30)",2,Overig,"[50,60)",1,4660
Autochtoon,"[20,30)",2,Overig,"[50,60)",2,9170
Autochtoon,"[20,30)",2,Overig,"[50,60)",3,8690
Autochtoon,"[20,30)",2,Overig,"[60,70)",1,2360
Autochtoon,"[20,30)",2,Overig,"[60,70)",2,2840
Autochtoon,"[20,30)",2,Overig,"[60,70)",3,3200
Autochtoon,"[20,30)",2,Overig,"[70,80)",2,390
Autochtoon,"[20,30)",2,Overig,"[70,80)",3,80
Autochtoon,"[20,30)",2,Surinaams,"[0,20)",1,5670
Autochtoon,"[20,30)",2,Surinaams,"[0,20)",2,5650
Autochtoon,"[20,30)",2,Surinaams,"[20,30)",1,3590
Autochtoon,"[20,30)",2,Surinaams,"[20,30)",2,40370
Autochtoon,"[20,30)",2,Surinaams,"[20,30)",3,4190
Autochtoon,"[20,30)",2,Surinaams,"[30,40)",1,2400
Autochtoon,"[20,30)",2,Surinaams,"[30,40)",2,8650
Autochtoon,"[20,30)",2,Surinaams,"[30,40)",3,4030
Autochtoon,"[20,30)",2,Surinaams,"[40,50)",1,1980
Autochtoon,"[20,30)",2,Surinaams,"[40,50)",2,5420
Autochtoon,"[20,30)",2,Surinaams,"[40,50)",3,2080
Autochtoon,"[20,30)",2,Surinaams,"[50,60)",1,2650
Autochtoon,"[20,30)",2,Surinaams,"[50,60)",2,5530
Autochtoon,"[20,30)",2,Surinaams,"[50,60)",3,2040
Autochtoon,"[20,30)",2,Surinaams,"[60,70)",1,1310
Autochtoon,"[20,30)",2,Surinaams,"[60,70)",2,1940
Autochtoon,"[20,30)",2,Surinaams,"[60,70)",3,630
Autochtoon,"[20,30)",2,Surinaams,"[70,80)",2,10
Autochtoon,"[20,30)",2,Surinaams,"[70,80)",3,20
Autochtoon,"[20,30)",2,Turks,"[0,20)",1,3130
Autochtoon,"[20,30)",2,Turks,"[0,20)",2,3630
Autochtoon,"[20,30)",2,Turks,"[0,20)",3,20
Autochtoon,"[20,30)",2,Turks,"[20,30)",1,1330
Autochtoon,"[20,30)",2,Turks,"[20,30)",2,22620
Autochtoon,"[20,30)",2,Turks,"[20,30)",3,2870
Autochtoon,"[20,30)",2,Turks,"[30,40)",1,700
Autochtoon,"[20,30)",2,Turks,"[30,40)",2,2910
Autochtoon,"[20,30)",2,Turks,"[30,40)",3,1640
Autochtoon,"[20,30)",2,Turks,"[40,50)",1,1000
Autochtoon,"[20,30)",2,Turks,"[40,50)",2,1460
Autochtoon,"[20,30)",2,Turks,"[40,50)",3,1150
Autochtoon,"[20,30)",2,Turks,"[50,60)",1,1090
Autochtoon,"[20,30)",2,Turks,"[50,60)",2,690
Autochtoon,"[20,30)",2,Turks,"[50,60)",3,260
Autochtoon,"[20,30)",2,Turks,"[60,70)",1,330
Autochtoon,"[20,30)",2,Turks,"[60,70)",2,10
Autochtoon,"[20,30)",2,Turks,"[60,70)",3,20
Autochtoon,"[20,30)",3,Autochtoon,"[0,20)",1,11680
Autochtoon,"[20,30)",3,Autochtoon,"[0,20)",2,10590
Autochtoon,"[20,30)",3,Autochtoon,"[0,20)",3,80
Autochtoon,"[20,30)",3,Autochtoon,"[20,30)",1,5810
