lft_src,etngrp_src,oplniv_src,lft_dst,etngrp_dst,oplniv_dst,n
"[0,20)",Autochtoon,1,"[30,40)",Surinaams,2,1490
"[0,20)",Autochtoon,1,"[30,40)",Surinaams,3,450
"[0,20)",Autochtoon,1,"[30,40)",Turks,1,280
"[0,20)",Autochtoon,1,"[30,40)",Turks,2,1100
"[0,20)",Autochtoon,1,"[30,40)",Turks,3,200
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,1,950
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,2,2270
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,3,3030
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,1,400
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,2,690
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,3,190
"[0,20)",Autochtoon,1,"[40,50)",Overig,1,1610
"[0,20)",Autochtoon,1,"[40,50)",Overig,2,1570
"[0,20)",Autochtoon,1,"[40,50)",Overig,3,1230
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,1,550
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,2,810
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,3,230
"[0,20)",Autochtoon,1,"[40,50)",Turks,1,430
"[0,20)",Autochtoon,1,"[40,50)",Turks,2,380
"[0,20)",Autochtoon,1,"[40,50)",Turks,3,40
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,1,2160
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,2,2910
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,3,1930
"[0,20)",Autochtoon,1,"[50,60)",Marokkaans,1,360
"[0,20)",Autochtoon,1,"[50,60)",Marokkaans,2,100
"[0,20)",Autochtoon,1,"[50,60)",Overig,1,920
"[0,20)",Autochtoon,1,"[50,60)",Overig,2,1180
"[0,20)",Autochtoon,1,"[50,60)",Overig,3,720
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,1,390
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,2,1240
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,3,140
"[0,20)",Autochtoon,1,"[50,60)",Turks,1,100
"[0,20)",Autochtoon,1,"[50,60)",Turks,2,20
"[0,20)",Autochtoon,1,"[50,60)",Turks,3,10
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,1,860
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,2,750
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,3,580
"[0,20)",Autochtoon,1,"[60,70)",Marokkaans,1,80
"[0,20)",Autochtoon,1,"[60,70)",Overig,1,470
"[0,20)",Autochtoon,1,"[60,70)",Overig,2,340
"[0,20)",Autochtoon,1,"[60,70)",Overig,3,220
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,1,80
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,2,180
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,3,40
"[0,20)",Autochtoon,1,"[70,80)",Autochtoon,1,30
"[0,20)",Autochtoon,1,"[70,80)",Autochtoon,2,20
"[0,20)",Autochtoon,1,"[70,80)",Autochtoon,3,10
"[0,20)",Autochtoon,2,"[0,20)",Autochtoon,1,8630
"[0,20)",Autochtoon,2,"[0,20)",Autochtoon,2,40160
"[0,20)",Autochtoon,2,"[0,20)",Autochtoon,3,510
"[0,20)",Autochtoon,2,"[0,20)",Marokkaans,1,4230
"[0,20)",Autochtoon,2,"[0,20)",Marokkaans,2,6650
"[0,20)",Autochtoon,2,"[0,20)",Overig,1,5870
"[0,20)",Autochtoon,2,"[0,20)",Overig,2,28200
"[0,20)",Autochtoon,2,"[0,20)",Overig,3,260
"[0,20)",Autochtoon,2,"[0,20)",Surinaams,1,2390
"[0,20)",Autochtoon,2,"[0,20)",Surinaams,2,4470
"[0,20)",Autochtoon,2,"[0,20)",Surinaams,3,10
"[0,20)",Autochtoon,2,"[0,20)",Turks,1,1520
"[0,20)",Autochtoon,2,"[0,20)",Turks,2,3310
"[0,20)",Autochtoon,2,"[0,20)",Turks,3,20
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,1,1280
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,2,44340
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,3,11210
"[0,20)",Autochtoon,2,"[20,30)",Marokkaans,1,520
"[0,20)",Autochtoon,2,"[20,30)",Marokkaans,2,6430
"[0,20)",Autochtoon,2,"[20,30)",Marokkaans,3,460
"[0,20)",Autochtoon,2,"[20,30)",Overig,1,1310
"[0,20)",Autochtoon,2,"[20,30)",Overig,2,39810
"[0,20)",Autochtoon,2,"[20,30)",Overig,3,4270
"[0,20)",Autochtoon,2,"[20,30)",Surinaams,1,620
"[0,20)",Autochtoon,2,"[20,30)",Surinaams,2,6490
"[0,20)",Autochtoon,2,"[20,30)",Surinaams,3,460
"[0,20)",Autochtoon,2,"[20,30)",Turks,1,270
"[0,20)",Autochtoon,2,"[20,30)",Turks,2,4440
"[0,20)",Autochtoon,2,"[20,30)",Turks,3,280
"[0,20)",Autochtoon,2,"[30,40)",Autochtoon,1,530
"[0,20)",Autochtoon,2,"[30,40)",Autochtoon,2,2450
"[0,20)",Autochtoon,2,"[30,40)",Autochtoon,3,4520
"[0,20)",Autochtoon,2,"[30,40)",Marokkaans,1,220
"[0,20)",Autochtoon,2,"[30,40)",Marokkaans,2,870
"[0,20)",Autochtoon,2,"[30,40)",Marokkaans,3,210
"[0,20)",Autochtoon,2,"[30,40)",Overig,1,2010
"[0,20)",Autochtoon,2,"[30,40)",Overig,2,3280
"[0,20)",Autochtoon,2,"[30,40)",Overig,3,2030
"[0,20)",Autochtoon,2,"[30,40)",Surinaams,1,270
"[0,20)",Autochtoon,2,"[30,40)",Surinaams,2,910
"[0,20)",Autochtoon,2,"[30,40)",Surinaams,3,340
"[0,20)",Autochtoon,2,"[30,40)",Turks,1,140
"[0,20)",Autochtoon,2,"[30,40)",Turks,2,370
"[0,20)",Autochtoon,2,"[30,40)",Turks,3,130
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,1,500
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,2,1490
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,3,2110
"[0,20)",Autochtoon,2,"[40,50)",Marokkaans,1,200
"[0,20)",Autochtoon,2,"[40,50)",Marokkaans,2,260
"[0,20)",Autochtoon,2,"[40,50)",Marokkaans,3,90
"[0,20)",Autochtoon,2,"[40,50)",Overig,1,660
"[0,20)",Autochtoon,2,"[40,50)",Overig,2,940
"[0,20)",Autochtoon,2,"[40,50)",Overig,3,920
"[0,20)",Autochtoon,2,"[40,50)",Surinaams,1,240
"[0,20)",Autochtoon,2,"[40,50)",Surinaams,2,460
"[0,20)",Autochtoon,2,"[40,50)",Surinaams,3,140
"[0,20)",Autochtoon,2,"[40,50)",Turks,1,140
"[0,20)",Autochtoon,2,"[40,50)",Turks,2,130
"[0,20)",Autochtoon,2,"[40,50)",Turks,3,40
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,1,940
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,2,1620
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,3,1310
"[0,20)",Autochtoon,2,"[50,60)",Marokkaans,1,110
"[0,20)",Autochtoon,2,"[50,60)",Marokkaans,2,120
"[0,20)",Autochtoon,2,"[50,60)",Overig,1,530
"[0,20)",Autochtoon,2,"[50,60)",Overig,2,790
"[0,20)",Autochtoon,2,"[50,60)",Overig,3,620
"[0,20)",Autochtoon,2,"[50,60)",Surinaams,1,250
"[0,20)",Autochtoon,2,"[50,60)",Surinaams,2,640
"[0,20)",Autochtoon,2,"[50,60)",Surinaams,3,120
"[0,20)",Autochtoon,2,"[50,60)",Turks,1,70
"[0,20)",Autochtoon,2,"[50,60)",Turks,2,10
"[0,20)",Autochtoon,2,"[60,70)",Autochtoon,1,380
"[0,20)",Autochtoon,2,"[60,70)",Autochtoon,2,640
"[0,20)",Autochtoon,2,"[60,70)",Autochtoon,3,500
"[0,20)",Autochtoon,2,"[60,70)",Marokkaans,1,10
"[0,20)",Autochtoon,2,"[60,70)",Overig,1,440
"[0,20)",Autochtoon,2,"[60,70)",Overig,2,240
"[0,20)",Autochtoon,2,"[60,70)",Overig,3,200
"[0,20)",Autochtoon,2,"[60,70)",Surinaams,1,30
"[0,20)",Autochtoon,2,"[60,70)",Surinaams,2,130
"[0,20)",Autochtoon,2,"[60,70)",Surinaams,3,40
"[0,20)",Autochtoon,3,"[0,20)",Autochtoon,1,70
"[0,20)",Autochtoon,3,"[0,20)",Autochtoon,2,510
"[0,20)",Autochtoon,3,"[0,20)",Marokkaans,1,40
"[0,20)",Autochtoon,3,"[0,20)",Marokkaans,2,30
"[0,20)",Autochtoon,3,"[0,20)",Overig,1,70
"[0,20)",Autochtoon,3,"[0,20)",Overig,2,460
"[0,20)",Autochtoon,3,"[0,20)",Surinaams,1,40
"[0,20)",Autochtoon,3,"[0,20)",Surinaams,2,20
"[0,20)",Autochtoon,3,"[20,30)",Autochtoon,2,330
"[0,20)",Autochtoon,3,"[20,30)",Autochtoon,3,70
"[0,20)",Autochtoon,3,"[20,30)",Overig,2,320
"[0,20)",Autochtoon,3,"[20,30)",Overig,3,20
"[0,20)",Autochtoon,3,"[20,30)",Surinaams,2,30
"[0,20)",Marokkaans,1,"[0,20)",Autochtoon,1,210480
"[0,20)",Marokkaans,1,"[0,20)",Autochtoon,2,3900
"[0,20)",Marokkaans,1,"[0,20)",Autochtoon,3,40
"[0,20)",Marokkaans,1,"[0,20)",Marokkaans,1,336140
"[0,20)",Marokkaans,1,"[0,20)",Marokkaans,2,8910
"[0,20)",Marokkaans,1,"[0,20)",Marokkaans,3,10
"[0,20)",Marokkaans,1,"[0,20)",Overig,1,232700
"[0,20)",Marokkaans,1,"[0,20)",Overig,2,3910
"[0,20)",Marokkaans,1,"[0,20)",Overig,3,50
"[0,20)",Marokkaans,1,"[0,20)",Surinaams,1,61020
"[0,20)",Marokkaans,1,"[0,20)",Surinaams,2,2320
"[0,20)",Marokkaans,1,"[0,20)",Surinaams,3,20
"[0,20)",Marokkaans,1,"[0,20)",Turks,1,136290
"[0,20)",Marokkaans,1,"[0,20)",Turks,2,3260
"[0,20)",Marokkaans,1,"[20,30)",Autochtoon,1,2770
"[0,20)",Marokkaans,1,"[20,30)",Autochtoon,2,9040
"[0,20)",Marokkaans,1,"[20,30)",Autochtoon,3,6290
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,1,4610
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,2,14130
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,3,1300
"[0,20)",Marokkaans,1,"[20,30)",Overig,1,8130
"[0,20)",Marokkaans,1,"[20,30)",Overig,2,10350
"[0,20)",Marokkaans,1,"[20,30)",Overig,3,2420
"[0,20)",Marokkaans,1,"[20,30)",Surinaams,1,2390
"[0,20)",Marokkaans,1,"[20,30)",Surinaams,2,4780
"[0,20)",Marokkaans,1,"[20,30)",Surinaams,3,470
"[0,20)",Marokkaans,1,"[20,30)",Turks,1,2450
"[0,20)",Marokkaans,1,"[20,30)",Turks,2,6830
"[0,20)",Marokkaans,1,"[20,30)",Turks,3,810
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,1,1500
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,2,2430
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,3,4820
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,1,1560
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,2,2600
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,3,840
"[0,20)",Marokkaans,1,"[30,40)",Overig,1,3160
"[0,20)",Marokkaans,1,"[30,40)",Overig,2,3210
"[0,20)",Marokkaans,1,"[30,40)",Overig,3,14610
"[0,20)",Marokkaans,1,"[30,40)",Surinaams,1,490
"[0,20)",Marokkaans,1,"[30,40)",Surinaams,2,950
"[0,20)",Marokkaans,1,"[30,40)",Surinaams,3,290
"[0,20)",Marokkaans,1,"[30,40)",Turks,1,840
"[0,20)",Marokkaans,1,"[30,40)",Turks,2,2310
"[0,20)",Marokkaans,1,"[30,40)",Turks,3,290
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,1,880
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,2,2090
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,3,1800
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,1,1100
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,2,1900
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,3,160
"[0,20)",Marokkaans,1,"[40,50)",Overig,1,1510
"[0,20)",Marokkaans,1,"[40,50)",Overig,2,1440
"[0,20)",Marokkaans,1,"[40,50)",Overig,3,780
"[0,20)",Marokkaans,1,"[40,50)",Surinaams,1,820
"[0,20)",Marokkaans,1,"[40,50)",Surinaams,2,660
"[0,20)",Marokkaans,1,"[40,50)",Surinaams,3,280
"[0,20)",Marokkaans,1,"[40,50)",Turks,1,1240
"[0,20)",Marokkaans,1,"[40,50)",Turks,2,690
"[0,20)",Marokkaans,1,"[40,50)",Turks,3,10
"[0,20)",Marokkaans,1,"[50,60)",Autochtoon,1,1370
"[0,20)",Marokkaans,1,"[50,60)",Autochtoon,2,1920
"[0,20)",Marokkaans,1,"[50,60)",Autochtoon,3,1190
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,1,1060
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,2,410
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,3,30
"[0,20)",Marokkaans,1,"[50,60)",Overig,1,1230
"[0,20)",Marokkaans,1,"[50,60)",Overig,2,930
"[0,20)",Marokkaans,1,"[50,60)",Overig,3,430
"[0,20)",Marokkaans,1,"[50,60)",Surinaams,1,360
"[0,20)",Marokkaans,1,"[50,60)",Surinaams,2,810
"[0,20)",Marokkaans,1,"[50,60)",Surinaams,3,120
"[0,20)",Marokkaans,1,"[50,60)",Turks,1,150
"[0,20)",Marokkaans,1,"[60,70)",Autochtoon,1,840
"[0,20)",Marokkaans,1,"[60,70)",Autochtoon,2,710
"[0,20)",Marokkaans,1,"[60,70)",Autochtoon,3,420
"[0,20)",Marokkaans,1,"[60,70)",Marokkaans,1,110
"[0,20)",Marokkaans,1,"[60,70)",Overig,1,410
"[0,20)",Marokkaans,1,"[60,70)",Overig,2,140
"[0,20)",Marokkaans,1,"[60,70)",Overig,3,230
"[0,20)",Marokkaans,1,"[60,70)",Surinaams,1,60
"[0,20)",Marokkaans,1,"[60,70)",Surinaams,2,140
"[0,20)",Marokkaans,1,"[60,70)",Surinaams,3,10
"[0,20)",Marokkaans,2,"[0,20)",Autochtoon,1,3320
"[0,20)",Marokkaans,2,"[0,20)",Autochtoon,2,6540
"[0,20)",Marokkaans,2,"[0,20)",Autochtoon,3,30
"[0,20)",Marokkaans,2,"[0,20)",Marokkaans,1,8870
"[0,20)",Marokkaans,2,"[0,20)",Marokkaans,2,6540
"[0,20)",Marokkaans,2,"[0,20)",Overig,1,4940
"[0,20)",Marokkaans,2,"[0,20)",Overig,2,6170
"[0,20)",Marokkaans,2,"[0,20)",Overig,3,60
"[0,20)",Marokkaans,2,"[0,20)",Surinaams,1,2320
"[0,20)",Marokkaans,2,"[0,20)",Surinaams,2,2690
"[0,20)",Marokkaans,2,"[0,20)",Turks,1,3170
"[0,20)",Marokkaans,2,"[0,20)",Turks,2,2870
"[0,20)",Marokkaans,2,"[0,20)",Turks,3,30
"[0,20)",Marokkaans,2,"[20,30)",Autochtoon,1,500
"[0,20)",Marokkaans,2,"[20,30)",Autochtoon,2,7350
"[0,20)",Marokkaans,2,"[20,30)",Autochtoon,3,2310
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,1,1010
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,2,6720
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,3,420
"[0,20)",Marokkaans,2,"[20,30)",Overig,1,880
"[0,20)",Marokkaans,2,"[20,30)",Overig,2,8000
"[0,20)",Marokkaans,2,"[20,30)",Overig,3,950
"[0,20)",Marokkaans,2,"[20,30)",Surinaams,1,490
"[0,20)",Marokkaans,2,"[20,30)",Surinaams,2,3520
"[0,20)",Marokkaans,2,"[20,30)",Surinaams,3,260
"[0,20)",Marokkaans,2,"[20,30)",Turks,1,470
"[0,20)",Marokkaans,2,"[20,30)",Turks,2,3690
"[0,20)",Marokkaans,2,"[20,30)",Turks,3,200
"[0,20)",Marokkaans,2,"[30,40)",Autochtoon,1,290
"[0,20)",Marokkaans,2,"[30,40)",Autochtoon,2,720
"[0,20)",Marokkaans,2,"[30,40)",Autochtoon,3,1610
"[0,20)",Marokkaans,2,"[30,40)",Marokkaans,1,340
"[0,20)",Marokkaans,2,"[30,40)",Marokkaans,2,760
"[0,20)",Marokkaans,2,"[30,40)",Marokkaans,3,170
"[0,20)",Marokkaans,2,"[30,40)",Overig,1,600
"[0,20)",Marokkaans,2,"[30,40)",Overig,2,930
"[0,20)",Marokkaans,2,"[30,40)",Overig,3,4000
"[0,20)",Marokkaans,2,"[30,40)",Surinaams,1,120
"[0,20)",Marokkaans,2,"[30,40)",Surinaams,2,390
"[0,20)",Marokkaans,2,"[30,40)",Surinaams,3,160
"[0,20)",Marokkaans,2,"[30,40)",Turks,1,220
"[0,20)",Marokkaans,2,"[30,40)",Turks,2,550
"[0,20)",Marokkaans,2,"[30,40)",Turks,3,100
"[0,20)",Marokkaans,2,"[40,50)",Autochtoon,1,220
"[0,20)",Marokkaans,2,"[40,50)",Autochtoon,2,690
"[0,20)",Marokkaans,2,"[40,50)",Autochtoon,3,550
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,1,320
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,2,450
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,3,50
"[0,20)",Marokkaans,2,"[40,50)",Overig,1,300
"[0,20)",Marokkaans,2,"[40,50)",Overig,2,1970
"[0,20)",Marokkaans,2,"[40,50)",Overig,3,370
"[0,20)",Marokkaans,2,"[40,50)",Surinaams,1,130
"[0,20)",Marokkaans,2,"[40,50)",Surinaams,2,300
"[0,20)",Marokkaans,2,"[40,50)",Surinaams,3,60
"[0,20)",Marokkaans,2,"[40,50)",Turks,1,260
"[0,20)",Marokkaans,2,"[40,50)",Turks,2,160
"[0,20)",Marokkaans,2,"[40,50)",Turks,3,20
"[0,20)",Marokkaans,2,"[50,60)",Autochtoon,1,300
"[0,20)",Marokkaans,2,"[50,60)",Autochtoon,2,660
"[0,20)",Marokkaans,2,"[50,60)",Autochtoon,3,450
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,1,120
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,2,60
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,3,10
"[0,20)",Marokkaans,2,"[50,60)",Overig,1,220
"[0,20)",Marokkaans,2,"[50,60)",Overig,2,300
"[0,20)",Marokkaans,2,"[50,60)",Overig,3,130
"[0,20)",Marokkaans,2,"[50,60)",Surinaams,1,140
"[0,20)",Marokkaans,2,"[50,60)",Surinaams,2,280
"[0,20)",Marokkaans,2,"[50,60)",Surinaams,3,80
"[0,20)",Marokkaans,2,"[50,60)",Turks,1,40
"[0,20)",Marokkaans,2,"[60,70)",Autochtoon,1,210
"[0,20)",Marokkaans,2,"[60,70)",Autochtoon,2,220
"[0,20)",Marokkaans,2,"[60,70)",Autochtoon,3,240
"[0,20)",Marokkaans,2,"[60,70)",Marokkaans,1,20
"[0,20)",Marokkaans,2,"[60,70)",Overig,1,60
"[0,20)",Marokkaans,2,"[60,70)",Overig,2,40
"[0,20)",Marokkaans,2,"[60,70)",Overig,3,40
"[0,20)",Marokkaans,2,"[60,70)",Surinaams,2,50
"[0,20)",Marokkaans,3,"[0,20)",Autochtoon,1,10
"[0,20)",Marokkaans,3,"[0,20)",Marokkaans,1,40
"[0,20)",Marokkaans,3,"[0,20)",Marokkaans,2,10
"[0,20)",Marokkaans,3,"[0,20)",Overig,2,20
"[0,20)",Marokkaans,3,"[20,30)",Autochtoon,2,20
"[0,20)",Marokkaans,3,"[20,30)",Autochtoon,3,10
"[0,20)",Marokkaans,3,"[20,30)",Marokkaans,2,10
"[0,20)",Marokkaans,3,"[20,30)",Overig,2,20
"[0,20)",Overig,1,"[0,20)",Autochtoon,1,579300
"[0,20)",Overig,1,"[0,20)",Autochtoon,2,5700
"[0,20)",Overig,1,"[0,20)",Autochtoon,3,80
"[0,20)",Overig,1,"[0,20)",Marokkaans,1,233740
"[0,20)",Overig,1,"[0,20)",Marokkaans,2,5180
"[0,20)",Overig,1,"[0,20)",Overig,1,571000
"[0,20)",Overig,1,"[0,20)",Overig,2,7160
"[0,20)",Overig,1,"[0,20)",Overig,3,140
"[0,20)",Overig,1,"[0,20)",Surinaams,1,138900
"[0,20)",Overig,1,"[0,20)",Surinaams,2,4010
"[0,20)",Overig,1,"[0,20)",Surinaams,3,10
"[0,20)",Overig,1,"[0,20)",Turks,1,97960
"[0,20)",Overig,1,"[0,20)",Turks,2,1810
"[0,20)",Overig,1,"[20,30)",Autochtoon,1,2790
"[0,20)",Overig,1,"[20,30)",Autochtoon,2,14620
"[0,20)",Overig,1,"[20,30)",Autochtoon,3,8890
"[0,20)",Overig,1,"[20,30)",Marokkaans,1,2960
"[0,20)",Overig,1,"[20,30)",Marokkaans,2,8700
"[0,20)",Overig,1,"[20,30)",Marokkaans,3,890
"[0,20)",Overig,1,"[20,30)",Overig,1,10220
"[0,20)",Overig,1,"[20,30)",Overig,2,19360
"[0,20)",Overig,1,"[20,30)",Overig,3,4120
"[0,20)",Overig,1,"[20,30)",Surinaams,1,3710
"[0,20)",Overig,1,"[20,30)",Surinaams,2,8370
"[0,20)",Overig,1,"[20,30)",Surinaams,3,740
"[0,20)",Overig,1,"[20,30)",Turks,1,1910
"[0,20)",Overig,1,"[20,30)",Turks,2,4090
"[0,20)",Overig,1,"[20,30)",Turks,3,400
"[0,20)",Overig,1,"[30,40)",Autochtoon,1,1260
"[0,20)",Overig,1,"[30,40)",Autochtoon,2,2540
"[0,20)",Overig,1,"[30,40)",Autochtoon,3,5280
"[0,20)",Overig,1,"[30,40)",Marokkaans,1,850
"[0,20)",Overig,1,"[30,40)",Marokkaans,2,1570
"[0,20)",Overig,1,"[30,40)",Marokkaans,3,350
"[0,20)",Overig,1,"[30,40)",Overig,1,3730
"[0,20)",Overig,1,"[30,40)",Overig,2,3720
"[0,20)",Overig,1,"[30,40)",Overig,3,9320
"[0,20)",Overig,1,"[30,40)",Surinaams,1,1050
"[0,20)",Overig,1,"[30,40)",Surinaams,2,2320
"[0,20)",Overig,1,"[30,40)",Surinaams,3,610
"[0,20)",Overig,1,"[30,40)",Turks,1,520
"[0,20)",Overig,1,"[30,40)",Turks,2,1450
"[0,20)",Overig,1,"[30,40)",Turks,3,280
"[0,20)",Overig,1,"[40,50)",Autochtoon,1,1180
"[0,20)",Overig,1,"[40,50)",Autochtoon,2,2330
"[0,20)",Overig,1,"[40,50)",Autochtoon,3,2390
"[0,20)",Overig,1,"[40,50)",Marokkaans,1,700
"[0,20)",Overig,1,"[40,50)",Marokkaans,2,960
"[0,20)",Overig,1,"[40,50)",Marokkaans,3,120
"[0,20)",Overig,1,"[40,50)",Overig,1,2410
"[0,20)",Overig,1,"[40,50)",Overig,2,1920
"[0,20)",Overig,1,"[40,50)",Overig,3,1150
"[0,20)",Overig,1,"[40,50)",Surinaams,1,1090
"[0,20)",Overig,1,"[40,50)",Surinaams,2,1260
"[0,20)",Overig,1,"[40,50)",Surinaams,3,400
"[0,20)",Overig,1,"[40,50)",Turks,1,420
"[0,20)",Overig,1,"[40,50)",Turks,2,350
"[0,20)",Overig,1,"[40,50)",Turks,3,40
"[0,20)",Overig,1,"[50,60)",Autochtoon,1,1710
"[0,20)",Overig,1,"[50,60)",Autochtoon,2,2220
"[0,20)",Overig,1,"[50,60)",Autochtoon,3,1740
"[0,20)",Overig,1,"[50,60)",Marokkaans,1,560
"[0,20)",Overig,1,"[50,60)",Marokkaans,2,200
"[0,20)",Overig,1,"[50,60)",Overig,1,1360
"[0,20)",Overig,1,"[50,60)",Overig,2,1320
"[0,20)",Overig,1,"[50,60)",Overig,3,740
"[0,20)",Overig,1,"[50,60)",Surinaams,1,1020
"[0,20)",Overig,1,"[50,60)",Surinaams,2,1710
"[0,20)",Overig,1,"[50,60)",Surinaams,3,270
"[0,20)",Overig,1,"[50,60)",Turks,1,120
"[0,20)",Overig,1,"[50,60)",Turks,2,30
"[0,20)",Overig,1,"[60,70)",Autochtoon,1,870
"[0,20)",Overig,1,"[60,70)",Autochtoon,2,710
"[0,20)",Overig,1,"[60,70)",Autochtoon,3,600
"[0,20)",Overig,1,"[60,70)",Marokkaans,1,180
"[0,20)",Overig,1,"[60,70)",Overig,1,340
"[0,20)",Overig,1,"[60,70)",Overig,2,190
"[0,20)",Overig,1,"[60,70)",Overig,3,270
