lft_src,etngrp_src,oplniv_src,lft_dst,etngrp_dst,oplniv_dst,n
"[0,20)",Autochtoon,1,"[30,40)",Overig,3,3890
"[0,20)",Autochtoon,1,"[30,40)",Surinaams,1,720
"[0,20)",Autochtoon,1,"[30,40)",Surinaams,2,2080
"[0,20)",Autochtoon,1,"[30,40)",Surinaams,3,1000
"[0,20)",Autochtoon,1,"[30,40)",Turks,1,350
"[0,20)",Autochtoon,1,"[30,40)",Turks,2,1070
"[0,20)",Autochtoon,1,"[30,40)",Turks,3,680
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,1,1970
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,2,6850
"[0,20)",Autochtoon,1,"[40,50)",Autochtoon,3,26900
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,1,120
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,2,180
"[0,20)",Autochtoon,1,"[40,50)",Marokkaans,3,260
"[0,20)",Autochtoon,1,"[40,50)",Overig,1,340
"[0,20)",Autochtoon,1,"[40,50)",Overig,2,1450
"[0,20)",Autochtoon,1,"[40,50)",Overig,3,3970
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,1,350
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,2,800
"[0,20)",Autochtoon,1,"[40,50)",Surinaams,3,580
"[0,20)",Autochtoon,1,"[40,50)",Turks,1,60
"[0,20)",Autochtoon,1,"[40,50)",Turks,2,120
"[0,20)",Autochtoon,1,"[40,50)",Turks,3,160
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,1,1370
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,2,3780
"[0,20)",Autochtoon,1,"[50,60)",Autochtoon,3,8810
"[0,20)",Autochtoon,1,"[50,60)",Marokkaans,1,40
"[0,20)",Autochtoon,1,"[50,60)",Overig,1,260
"[0,20)",Autochtoon,1,"[50,60)",Overig,2,550
"[0,20)",Autochtoon,1,"[50,60)",Overig,3,1530
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,1,150
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,2,340
"[0,20)",Autochtoon,1,"[50,60)",Surinaams,3,130
"[0,20)",Autochtoon,1,"[50,60)",Turks,1,40
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,1,280
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,2,390
"[0,20)",Autochtoon,1,"[60,70)",Autochtoon,3,650
"[0,20)",Autochtoon,1,"[60,70)",Overig,1,110
"[0,20)",Autochtoon,1,"[60,70)",Overig,2,70
"[0,20)",Autochtoon,1,"[60,70)",Overig,3,150
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,1,60
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,2,90
"[0,20)",Autochtoon,1,"[60,70)",Surinaams,3,10
"[0,20)",Autochtoon,1,"[70,80)",Autochtoon,3,100
"[0,20)",Autochtoon,2,"[0,20)",Autochtoon,1,1680
"[0,20)",Autochtoon,2,"[0,20)",Autochtoon,2,350
"[0,20)",Autochtoon,2,"[0,20)",Overig,2,30
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,1,70
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,2,760
"[0,20)",Autochtoon,2,"[20,30)",Autochtoon,3,160
"[0,20)",Autochtoon,2,"[20,30)",Overig,2,20
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,1,90
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,2,380
"[0,20)",Autochtoon,2,"[40,50)",Autochtoon,3,570
"[0,20)",Autochtoon,2,"[40,50)",Overig,2,70
"[0,20)",Autochtoon,2,"[40,50)",Overig,3,190
"[0,20)",Autochtoon,2,"[40,50)",Surinaams,2,30
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,1,130
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,2,780
"[0,20)",Autochtoon,2,"[50,60)",Autochtoon,3,2140
"[0,20)",Autochtoon,2,"[50,60)",Overig,2,110
"[0,20)",Autochtoon,2,"[50,60)",Overig,3,340
"[0,20)",Autochtoon,2,"[60,70)",Autochtoon,2,70
"[0,20)",Autochtoon,2,"[60,70)",Autochtoon,3,250
"[0,20)",Autochtoon,3,"[0,20)",Autochtoon,1,10
"[0,20)",Autochtoon,3,"[50,60)",Autochtoon,3,20
"[0,20)",Marokkaans,1,"[0,20)",Autochtoon,1,180
"[0,20)",Marokkaans,1,"[0,20)",Marokkaans,1,40780
"[0,20)",Marokkaans,1,"[0,20)",Marokkaans,2,1540
"[0,20)",Marokkaans,1,"[0,20)",Overig,1,250
"[0,20)",Marokkaans,1,"[20,30)",Autochtoon,2,10
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,1,1670
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,2,5180
"[0,20)",Marokkaans,1,"[20,30)",Marokkaans,3,700
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,1,30
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,2,90
"[0,20)",Marokkaans,1,"[30,40)",Autochtoon,3,40
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,1,6070
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,2,4580
"[0,20)",Marokkaans,1,"[30,40)",Marokkaans,3,2070
"[0,20)",Marokkaans,1,"[30,40)",Overig,1,70
"[0,20)",Marokkaans,1,"[30,40)",Overig,2,50
"[0,20)",Marokkaans,1,"[30,40)",Overig,3,40
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,1,40
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,2,90
"[0,20)",Marokkaans,1,"[40,50)",Autochtoon,3,80
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,1,12150
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,2,6600
"[0,20)",Marokkaans,1,"[40,50)",Marokkaans,3,2520
"[0,20)",Marokkaans,1,"[40,50)",Overig,1,70
"[0,20)",Marokkaans,1,"[40,50)",Overig,2,40
"[0,20)",Marokkaans,1,"[50,60)",Autochtoon,3,30
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,1,5290
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,2,1560
"[0,20)",Marokkaans,1,"[50,60)",Marokkaans,3,570
"[0,20)",Marokkaans,1,"[50,60)",Overig,1,70
"[0,20)",Marokkaans,1,"[50,60)",Overig,2,70
"[0,20)",Marokkaans,1,"[50,60)",Overig,3,40
"[0,20)",Marokkaans,1,"[60,70)",Marokkaans,1,1100
"[0,20)",Marokkaans,1,"[60,70)",Marokkaans,2,540
"[0,20)",Marokkaans,1,"[60,70)",Marokkaans,3,60
"[0,20)",Marokkaans,1,"[60,70)",Overig,1,30
"[0,20)",Marokkaans,1,"[70,80)",Marokkaans,1,190
"[0,20)",Marokkaans,2,"[0,20)",Marokkaans,1,1540
"[0,20)",Marokkaans,2,"[0,20)",Marokkaans,2,50
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,1,140
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,2,720
"[0,20)",Marokkaans,2,"[20,30)",Marokkaans,3,110
"[0,20)",Marokkaans,2,"[30,40)",Marokkaans,1,100
"[0,20)",Marokkaans,2,"[30,40)",Marokkaans,2,20
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,1,490
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,2,390
"[0,20)",Marokkaans,2,"[40,50)",Marokkaans,3,80
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,1,650
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,2,180
"[0,20)",Marokkaans,2,"[50,60)",Marokkaans,3,80
"[0,20)",Marokkaans,2,"[60,70)",Marokkaans,1,80
"[0,20)",Overig,1,"[0,20)",Autochtoon,1,650
"[0,20)",Overig,1,"[0,20)",Marokkaans,1,250
"[0,20)",Overig,1,"[0,20)",Overig,1,630040
"[0,20)",Overig,1,"[0,20)",Overig,2,2680
"[0,20)",Overig,1,"[0,20)",Surinaams,1,180
"[0,20)",Overig,1,"[0,20)",Turks,1,80
"[0,20)",Overig,1,"[20,30)",Autochtoon,1,90
"[0,20)",Overig,1,"[20,30)",Autochtoon,2,150
"[0,20)",Overig,1,"[20,30)",Autochtoon,3,110
"[0,20)",Overig,1,"[20,30)",Marokkaans,1,50
"[0,20)",Overig,1,"[20,30)",Marokkaans,2,90
"[0,20)",Overig,1,"[20,30)",Overig,1,2200
"[0,20)",Overig,1,"[20,30)",Overig,2,4810
"[0,20)",Overig,1,"[20,30)",Overig,3,1530
"[0,20)",Overig,1,"[20,30)",Surinaams,1,50
"[0,20)",Overig,1,"[20,30)",Surinaams,2,140
"[0,20)",Overig,1,"[20,30)",Turks,2,10
"[0,20)",Overig,1,"[30,40)",Autochtoon,1,160
"[0,20)",Overig,1,"[30,40)",Autochtoon,2,840
"[0,20)",Overig,1,"[30,40)",Autochtoon,3,3350
"[0,20)",Overig,1,"[30,40)",Marokkaans,1,130
"[0,20)",Overig,1,"[30,40)",Marokkaans,2,140
"[0,20)",Overig,1,"[30,40)",Marokkaans,3,40
"[0,20)",Overig,1,"[30,40)",Overig,1,7770
"[0,20)",Overig,1,"[30,40)",Overig,2,8000
"[0,20)",Overig,1,"[30,40)",Overig,3,12870
"[0,20)",Overig,1,"[30,40)",Surinaams,1,130
"[0,20)",Overig,1,"[30,40)",Surinaams,2,240
"[0,20)",Overig,1,"[30,40)",Surinaams,3,150
"[0,20)",Overig,1,"[30,40)",Turks,1,50
"[0,20)",Overig,1,"[30,40)",Turks,2,100
"[0,20)",Overig,1,"[30,40)",Turks,3,70
"[0,20)",Overig,1,"[40,50)",Autochtoon,1,230
"[0,20)",Overig,1,"[40,50)",Autochtoon,2,1240
"[0,20)",Overig,1,"[40,50)",Autochtoon,3,5470
"[0,20)",Overig,1,"[40,50)",Marokkaans,1,140
"[0,20)",Overig,1,"[40,50)",Marokkaans,2,120
"[0,20)",Overig,1,"[40,50)",Marokkaans,3,80
"[0,20)",Overig,1,"[40,50)",Overig,1,7180
"[0,20)",Overig,1,"[40,50)",Overig,2,11580
"[0,20)",Overig,1,"[40,50)",Overig,3,22080
"[0,20)",Overig,1,"[40,50)",Surinaams,1,90
"[0,20)",Overig,1,"[40,50)",Surinaams,2,210
"[0,20)",Overig,1,"[40,50)",Surinaams,3,140
"[0,20)",Overig,1,"[40,50)",Turks,1,130
"[0,20)",Overig,1,"[40,50)",Turks,2,60
"[0,20)",Overig,1,"[40,50)",Turks,3,40
"[0,20)",Overig,1,"[50,60)",Autochtoon,1,280
"[0,20)",Overig,1,"[50,60)",Autochtoon,2,680
"[0,20)",Overig,1,"[50,60)",Autochtoon,3,18150
"[0,20)",Overig,1,"[50,60)",Marokkaans,1,70
"[0,20)",Overig,1,"[50,60)",Overig,1,2780
"[0,20)",Overig,1,"[50,60)",Overig,2,2850
"[0,20)",Overig,1,"[50,60)",Overig,3,75170
"[0,20)",Overig,1,"[50,60)",Surinaams,1,60
"[0,20)",Overig,1,"[50,60)",Surinaams,2,170
"[0,20)",Overig,1,"[50,60)",Surinaams,3,50
"[0,20)",Overig,1,"[50,60)",Turks,1,20
"[0,20)",Overig,1,"[50,60)",Turks,3,10
"[0,20)",Overig,1,"[60,70)",Autochtoon,1,50
"[0,20)",Overig,1,"[60,70)",Autochtoon,2,80
"[0,20)",Overig,1,"[60,70)",Autochtoon,3,280
"[0,20)",Overig,1,"[60,70)",Overig,1,560
"[0,20)",Overig,1,"[60,70)",Overig,2,330
"[0,20)",Overig,1,"[60,70)",Overig,3,380
"[0,20)",Overig,1,"[70,80)",Overig,1,60
"[0,20)",Overig,1,"[70,80)",Overig,2,40
"[0,20)",Overig,1,"[70,80)",Overig,3,20
"[0,20)",Overig,2,"[0,20)",Autochtoon,2,30
"[0,20)",Overig,2,"[0,20)",Overig,1,2680
"[0,20)",Overig,2,"[0,20)",Overig,2,220
"[0,20)",Overig,2,"[20,30)",Autochtoon,2,30
"[0,20)",Overig,2,"[20,30)",Overig,1,70
"[0,20)",Overig,2,"[20,30)",Overig,2,1000
"[0,20)",Overig,2,"[20,30)",Overig,3,160
"[0,20)",Overig,2,"[30,40)",Overig,1,50
"[0,20)",Overig,2,"[30,40)",Overig,2,20
"[0,20)",Overig,2,"[40,50)",Autochtoon,2,10
"[0,20)",Overig,2,"[40,50)",Autochtoon,3,80
"[0,20)",Overig,2,"[40,50)",Overig,1,320
"[0,20)",Overig,2,"[40,50)",Overig,2,330
"[0,20)",Overig,2,"[40,50)",Overig,3,200
"[0,20)",Overig,2,"[50,60)",Autochtoon,2,90
"[0,20)",Overig,2,"[50,60)",Autochtoon,3,430
"[0,20)",Overig,2,"[50,60)",Overig,1,310
"[0,20)",Overig,2,"[50,60)",Overig,2,300
"[0,20)",Overig,2,"[50,60)",Overig,3,510
"[0,20)",Overig,2,"[60,70)",Autochtoon,3,10
"[0,20)",Overig,2,"[60,70)",Overig,1,50
"[0,20)",Overig,2,"[60,70)",Overig,3,40
"[0,20)",Surinaams,1,"[0,20)",Autochtoon,1,650
"[0,20)",Surinaams,1,"[0,20)",Overig,1,180
"[0,20)",Surinaams,1,"[0,20)",Surinaams,1,10050
"[0,20)",Surinaams,1,"[0,20)",Surinaams,2,410
"[0,20)",Surinaams,1,"[20,30)",Autochtoon,2,80
"[0,20)",Surinaams,1,"[20,30)",Marokkaans,1,10
"[0,20)",Surinaams,1,"[20,30)",Overig,1,20
"[0,20)",Surinaams,1,"[20,30)",Overig,2,40
"[0,20)",Surinaams,1,"[20,30)",Surinaams,1,600
"[0,20)",Surinaams,1,"[20,30)",Surinaams,2,1690
"[0,20)",Surinaams,1,"[20,30)",Surinaams,3,170
"[0,20)",Surinaams,1,"[30,40)",Autochtoon,1,40
"[0,20)",Surinaams,1,"[30,40)",Autochtoon,2,130
"[0,20)",Surinaams,1,"[30,40)",Autochtoon,3,150
"[0,20)",Surinaams,1,"[30,40)",Overig,1,30
"[0,20)",Surinaams,1,"[30,40)",Overig,2,90
"[0,20)",Surinaams,1,"[30,40)",Overig,3,130
"[0,20)",Surinaams,1,"[30,40)",Surinaams,1,820
"[0,20)",Surinaams,1,"[30,40)",Surinaams,2,1890
"[0,20)",Surinaams,1,"[30,40)",Surinaams,3,790
"[0,20)",Surinaams,1,"[40,50)",Autochtoon,1,80
"[0,20)",Surinaams,1,"[40,50)",Autochtoon,2,170
"[0,20)",Surinaams,1,"[40,50)",Autochtoon,3,310
"[0,20)",Surinaams,1,"[40,50)",Overig,1,50
"[0,20)",Surinaams,1,"[40,50)",Overig,2,180
"[0,20)",Surinaams,1,"[40,50)",Overig,3,100
"[0,20)",Surinaams,1,"[40,50)",Surinaams,1,1330
"[0,20)",Surinaams,1,"[40,50)",Surinaams,2,2230
"[0,20)",Surinaams,1,"[40,50)",Surinaams,3,1290
"[0,20)",Surinaams,1,"[50,60)",Autochtoon,1,30
"[0,20)",Surinaams,1,"[50,60)",Autochtoon,2,100
"[0,20)",Surinaams,1,"[50,60)",Autochtoon,3,160
"[0,20)",Surinaams,1,"[50,60)",Overig,1,30
"[0,20)",Surinaams,1,"[50,60)",Overig,2,40
"[0,20)",Surinaams,1,"[50,60)",Overig,3,30
"[0,20)",Surinaams,1,"[50,60)",Surinaams,1,850
"[0,20)",Surinaams,1,"[50,60)",Surinaams,2,1200
"[0,20)",Surinaams,1,"[50,60)",Surinaams,3,420
"[0,20)",Surinaams,1,"[60,70)",Surinaams,1,230
"[0,20)",Surinaams,1,"[60,70)",Surinaams,2,230
"[0,20)",Surinaams,1,"[60,70)",Surinaams,3,40
"[0,20)",Surinaams,2,"[0,20)",Autochtoon,1,20
"[0,20)",Surinaams,2,"[0,20)",Surinaams,1,410
"[0,20)",Surinaams,2,"[0,20)",Surinaams,2,30
"[0,20)",Surinaams,2,"[20,30)",Surinaams,1,50
"[0,20)",Surinaams,2,"[20,30)",Surinaams,2,200
"[0,20)",Surinaams,2,"[20,30)",Surinaams,3,20
"[0,20)",Surinaams,2,"[30,40)",Surinaams,2,10
"[0,20)",Surinaams,2,"[40,50)",Surinaams,1,50
"[0,20)",Surinaams,2,"[40,50)",Surinaams,2,160
"[0,20)",Surinaams,2,"[40,50)",Surinaams,3,70
"[0,20)",Surinaams,2,"[50,60)",Autochtoon,3,10
"[0,20)",Surinaams,2,"[50,60)",Surinaams,1,100
"[0,20)",Surinaams,2,"[50,60)",Surinaams,2,170
"[0,20)",Surinaams,2,"[50,60)",Surinaams,3,90
"[0,20)",Turks,1,"[0,20)",Autochtoon,1,90
"[0,20)",Turks,1,"[0,20)",Overig,1,80
"[0,20)",Turks,1,"[0,20)",Turks,1,13090
"[0,20)",Turks,1,"[0,20)",Turks,2,480
"[0,20)",Turks,1,"[20,30)",Turks,1,1590
"[0,20)",Turks,1,"[20,30)",Turks,2,2080
"[0,20)",Turks,1,"[20,30)",Turks,3,250
"[0,20)",Turks,1,"[30,40)",Autochtoon,3,60
"[0,20)",Turks,1,"[30,40)",Overig,2,10
"[0,20)",Turks,1,"[30,40)",Turks,1,3640
"[0,20)",Turks,1,"[30,40)",Turks,2,3420
"[0,20)",Turks,1,"[30,40)",Turks,3,1070
"[0,20)",Turks,1,"[40,50)",Autochtoon,2,30
"[0,20)",Turks,1,"[40,50)",Autochtoon,3,260
"[0,20)",Turks,1,"[40,50)",Overig,1,10
"[0,20)",Turks,1,"[40,50)",Overig,3,10
"[0,20)",Turks,1,"[40,50)",Turks,1,4160
"[0,20)",Turks,1,"[40,50)",Turks,2,2010
"[0,20)",Turks,1,"[40,50)",Turks,3,1040
"[0,20)",Turks,1,"[50,60)",Autochtoon,3,10
"[0,20)",Turks,1,"[50,60)",Turks,1,1270
"[0,20)",Turks,1,"[50,60)",Turks,2,610
"[0,20)",Turks,1,"[50,60)",Turks,3,290
"[0,20)",Turks,1,"[60,70)",Turks,1,180
"[0,20)",Turks,2,"[0,20)",Turks,1,480
"[0,20)",Turks,2,"[0,20)",Turks,2,10
"[0,20)",Turks,2,"[20,30)",Turks,1,30
"[0,20)",Turks,2,"[20,30)",Turks,2,150
"[0,20)",Turks,2,"[20,30)",Turks,3,20
"[0,20)",Turks,2,"[30,40)",Turks,1,70
"[0,20)",Turks,2,"[30,40)",Turks,2,10
"[0,20)",Turks,2,"[40,50)",Turks,1,330
"[0,20)",Turks,2,"[40,50)",Turks,2,130
"[0,20)",Turks,2,"[40,50)",Turks,3,30
"[0,20)",Turks,2,"[50,60)",Turks,1,210
"[0,20)",Turks,2,"[50,60)",Turks,3,20
"[20,30)",Autochtoon,1,"[0,20)",Autochtoon,1,710
"[20,30)",Autochtoon,1,"[0,20)",Autochtoon,2,70
"[20,30)",Autochtoon,1,"[0,20)",Overig,1,90
"[20,30)",Autochtoon,1,"[20,30)",Autochtoon,1,200
"[20,30)",Autochtoon,1,"[20,30)",Autochtoon,2,470
"[20,30)",Autochtoon,1,"[20,30)",Autochtoon,3,220
"[20,30)",Autochtoon,1,"[20,30)",Marokkaans,1,10
"[20,30)",Autochtoon,1,"[20,30)",Marokkaans,2,10
"[20,30)",Autochtoon,1,"[20,30)",Overig,1,30
"[20,30)",Autochtoon,1,"[20,30)",Overig,2,80
"[20,30)",Autochtoon,1,"[20,30)",Overig,3,30
"[20,30)",Autochtoon,1,"[20,30)",Surinaams,2,10
"[20,30)",Autochtoon,1,"[30,40)",Autochtoon,1,50
"[20,30)",Autochtoon,1,"[30,40)",Autochtoon,2,80
"[20,30)",Autochtoon,1,"[30,40)",Autochtoon,3,70
"[20,30)",Autochtoon,1,"[30,40)",Overig,1,20
"[20,30)",Autochtoon,1,"[30,40)",Overig,2,20
"[20,30)",Autochtoon,1,"[30,40)",Overig,3,30
"[20,30)",Autochtoon,1,"[30,40)",Surinaams,2,10
"[20,30)",Autochtoon,1,"[40,50)",Autochtoon,1,100
"[20,30)",Autochtoon,1,"[40,50)",Autochtoon,2,110
"[20,30)",Autochtoon,1,"[40,50)",Autochtoon,3,40
"[20,30)",Autochtoon,1,"[40,50)",Overig,1,10
"[20,30)",Autochtoon,1,"[40,50)",Overig,2,10
"[20,30)",Autochtoon,1,"[40,50)",Surinaams,2,20
"[20,30)",Autochtoon,1,"[50,60)",Autochtoon,1,390
"[20,30)",Autochtoon,1,"[50,60)",Autochtoon,2,430
"[20,30)",Autochtoon,1,"[50,60)",Autochtoon,3,300
"[20,30)",Autochtoon,1,"[50,60)",Overig,1,40
"[20,30)",Autochtoon,1,"[50,60)",Overig,2,20
"[20,30)",Autochtoon,1,"[50,60)",Overig,3,30
"[20,30)",Autochtoon,1,"[60,70)",Autochtoon,1,130
"[20,30)",Autochtoon,1,"[60,70)",Autochtoon,2,130
"[20,30)",Autochtoon,1,"[60,70)",Autochtoon,3,90
"[20,30)",Autochtoon,2,"[0,20)",Autochtoon,1,2210
"[20,30)",Autochtoon,2,"[0,20)",Autochtoon,2,760
"[20,30)",Autochtoon,2,"[0,20)",Marokkaans,1,10
"[20,30)",Autochtoon,2,"[0,20)",Overig,1,150
"[20,30)",Autochtoon,2,"[0,20)",Overig,2,30
"[20,30)",Autochtoon,2,"[0,20)",Surinaams,1,80
"[20,30)",Autochtoon,2,"[20,30)",Autochtoon,1,470
"[20,30)",Autochtoon,2,"[20,30)",Autochtoon,2,6030
"[20,30)",Autochtoon,2,"[20,30)",Autochtoon,3,4380
"[20,30)",Autochtoon,2,"[20,30)",Marokkaans,1,20
"[20,30)",Autochtoon,2,"[20,30)",Marokkaans,2,60
"[20,30)",Autochtoon,2,"[20,30)",Overig,1,90
"[20,30)",Autochtoon,2,"[20,30)",Overig,2,850
"[20,30)",Autochtoon,2,"[20,30)",Overig,3,870
"[20,30)",Autochtoon,2,"[20,30)",Surinaams,1,20
"[20,30)",Autochtoon,2,"[20,30)",Surinaams,2,150
"[20,30)",Autochtoon,2,"[20,30)",Surinaams,3,80
"[20,30)",Autochtoon,2,"[20,30)",Turks,2,20
"[20,30)",Autochtoon,2,"[30,40)",Autochtoon,1,130
"[20,30)",Autochtoon,2,"[30,40)",Autochtoon,2,650
"[20,30)",Autochtoon,2,"[30,40)",Autochtoon,3,850
"[20,30)",Autochtoon,2,"[30,40)",Marokkaans,2,20
"[20,30)",Autochtoon,2,"[30,40)",Overig,1,100
"[20,30)",Autochtoon,2,"[30,40)",Overig,2,150
"[20,30)",Autochtoon,2,"[30,40)",Overig,3,270
"[20,30)",Autochtoon,2,"[30,40)",Surinaams,1,20
"[20,30)",Autochtoon,2,"[30,40)",Surinaams,2,50
"[20,30)",Autochtoon,2,"[30,40)",Surinaams,3,20
"[20,30)",Autochtoon,2,"[30,40)",Turks,2,10
"[20,30)",Autochtoon,2,"[40,50)",Autochtoon,1,290
"[20,30)",Autochtoon,2,"[40,50)",Autochtoon,2,420
"[20,30)",Autochtoon,2,"[40,50)",Autochtoon,3,290
"[20,30)",Autochtoon,2,"[40,50)",Overig,1,30
"[20,30)",Autochtoon,2,"[40,50)",Overig,2,40
"[20,30)",Autochtoon,2,"[40,50)",Overig,3,70
"[20,30)",Autochtoon,2,"[40,50)",Surinaams,1,20
"[20,30)",Autochtoon,2,"[40,50)",Surinaams,2,70
"[20,30)",Autochtoon,2,"[40,50)",Surinaams,3,10
"[20,30)",Autochtoon,2,"[50,60)",Autochtoon,1,1230
"[20,30)",Autochtoon,2,"[50,60)",Autochtoon,2,2440
"[20,30)",Autochtoon,2,"[50,60)",Autochtoon,3,2380
"[20,30)",Autochtoon,2,"[50,60)",Overig,1,180
"[20,30)",Autochtoon,2,"[50,60)",Overig,2,300
"[20,30)",Autochtoon,2,"[50,60)",Overig,3,310
"[20,30)",Autochtoon,2,"[50,60)",Surinaams,2,10
"[20,30)",Autochtoon,2,"[60,70)",Autochtoon,1,380
"[20,30)",Autochtoon,2,"[60,70)",Autochtoon,2,540
"[20,30)",Autochtoon,2,"[60,70)",Autochtoon,3,1260
"[20,30)",Autochtoon,2,"[60,70)",Overig,2,50
"[20,30)",Autochtoon,2,"[60,70)",Overig,3,210
"[20,30)",Autochtoon,3,"[0,20)",Autochtoon,1,700
"[20,30)",Autochtoon,3,"[0,20)",Autochtoon,2,160
"[20,30)",Autochtoon,3,"[0,20)",Overig,1,110
"[20,30)",Autochtoon,3,"[20,30)",Autochtoon,1,220
"[20,30)",Autochtoon,3,"[20,30)",Autochtoon,2,4380
"[20,30)",Autochtoon,3,"[20,30)",Autochtoon,3,20420
"[20,30)",Autochtoon,3,"[20,30)",Marokkaans,2,30
"[20,30)",Autochtoon,3,"[20,30)",Marokkaans,3,40
"[20,30)",Autochtoon,3,"[20,30)",Overig,1,140
"[20,30)",Autochtoon,3,"[20,30)",Overig,2,3920
"[20,30)",Autochtoon,3,"[20,30)",Overig,3,5430
"[20,30)",Autochtoon,3,"[20,30)",Surinaams,2,120
"[20,30)",Autochtoon,3,"[20,30)",Surinaams,3,230
"[20,30)",Autochtoon,3,"[20,30)",Turks,2,30
"[20,30)",Autochtoon,3,"[20,30)",Turks,3,80
"[20,30)",Autochtoon,3,"[30,40)",Autochtoon,1,80
"[20,30)",Autochtoon,3,"[30,40)",Autochtoon,2,1080
"[20,30)",Autochtoon,3,"[30,40)",Autochtoon,3,6490
"[20,30)",Autochtoon,3,"[30,40)",Marokkaans,3,10
"[20,30)",Autochtoon,3,"[30,40)",Overig,1,60
"[20,30)",Autochtoon,3,"[30,40)",Overig,2,240
"[20,30)",Autochtoon,3,"[30,40)",Overig,3,1540
"[20,30)",Autochtoon,3,"[30,40)",Surinaams,1,10
"[20,30)",Autochtoon,3,"[30,40)",Surinaams,2,40
